,LST,flaeche,buildup,imprevious,DGM,NDVI
66580,36.44424552500005,185.13409535457825,1.0,35.0,364.33203125,0.2674693763256073
66583,30.23170934000001,100.16579484941192,1.0,48.0,326.6920166015625,0.5820567011833191
66584,28.66768035499999,9.188348451078568,0.0,0.0,331.5610046386719,0.6715997457504272
66585,32.04639312499999,32.93946809511053,1.0,100.0,343.9862670898437,0.3236889839172363
66588,37.02018189500002,183.11300000175837,1.0,74.0,294.19952392578125,0.3029775321483612
66592,35.924136815000026,153.37630771262354,1.0,70.0,317.93426513671875,0.1603715866804123
66597,33.18829664000004,21.366453347719407,0.0,25.0,339.06402587890625,0.6394258141517639
66598,37.880478540000034,45.16449510002299,1.0,98.0,290.76776123046875,0.2938711941242218
66602,35.274997850000034,283.5401449416236,1.0,49.0,292.3677673339844,0.615264892578125
66604,33.27251285500003,17.675238800887136,0.0,11.0,370.2347717285156,0.5688684582710266
66608,35.85815004,23.70528830330557,0.0,51.0,305.0477600097656,0.4619588255882263
66610,33.18516345500002,2.0823956999507205,0.0,90.0,311.8587646484375,0.4569687247276306
66614,30.711941150000012,2.287250176635739,0.0,0.0,329.8622436523437,0.6287136673927307
66615,34.10280688000004,76.60837901000194,0.0,26.0,294.2434997558594,0.6762903928756714
66616,33.08233802000001,45.23938119344841,0.0,61.0,367.3515319824219,0.5110385417938232
66617,36.55504634000005,5.291438550371104,1.0,68.0,296.4830322265625,0.5412816405296326
66627,39.70845462500001,163.93227551816597,1.0,94.0,294.9042663574219,0.3577149510383606
66628,32.95720051,279.37046194783755,1.0,25.0,316.3575134277344,0.4770964980125427
66642,36.79943477000002,66.10267519397087,0.0,30.0,318.916015625,0.4544999301433563
66648,35.373835595,90.80862628993302,0.0,36.0,320.5635070800781,0.6005781292915344
66649,36.68037374000004,4.5372675034031085,0.0,15.0,335.0862731933594,0.5065144896507263
66654,30.99335813000001,109.95941379553231,1.0,24.0,380.6470336914063,0.6506218314170837
66660,34.81384998500005,2.640758749106936,0.0,1.0,320.33551025390625,0.6571995615959167
66664,34.19832155000002,212.10368484776356,0.0,0.0,343.40252685546875,0.5803346037864685
66670,31.71427551500001,102.37451350515008,1.0,39.0,306.2632751464844,0.5671173930168152
66673,32.19365282000001,0.2781229502019837,0.0,19.0,332.2850036621094,0.6363413333892822
66675,33.60529508000002,110.28994574353,1.0,54.0,298.3697509765625,0.4520941078662872
66679,30.74013981500002,37.22158959765678,0.0,0.0,341.0785217285156,0.7668925523757935
66680,35.15584187500002,30.034734598435453,0.0,29.0,310.2445068359375,0.574616551399231
66683,33.43202045500004,42.83427349640749,0.0,37.0,316.80426025390625,0.6302894353866577
66685,34.17866793500002,138.38365078666828,0.0,38.0,328.26300048828125,0.582029402256012
66688,33.662831750000024,21.09113650600936,0.0,41.0,317.8920288085937,0.5043871998786926
66689,37.48987481000002,34.99788619156179,0.0,91.0,295.31427001953125,0.3013206720352173
66692,37.222414745000016,194.2713126030665,1.0,100.0,292.56951904296875,0.2358342409133911
66694,32.47336079000002,7.679650497975469,0.0,5.0,324.8310241699219,0.7168833017349243
66696,38.504362135,203.16269685949945,1.0,43.0,292.562744140625,0.3820345103740692
66699,33.05072133500003,153.88440799830286,1.0,69.0,305.104248046875,0.5134533047676086
66707,35.548439450000004,57.78868900554368,1.0,100.0,338.9277648925781,0.3329766690731048
66714,37.58254112999999,199.05575310160708,1.0,97.0,291.2965087890625,0.3877164721488952
66722,32.75762612000001,6.523581853080127,0.0,41.0,367.7839965820313,0.5659186244010925
66723,34.03852911500002,134.1827308534857,0.0,16.0,348.436767578125,0.4474508762359619
66727,33.652862525000025,60.17313725498059,0.0,31.0,364.885009765625,0.5831608176231384
66733,31.565591645000016,26.394261098101502,0.0,0.0,316.739013671875,0.7641996741294861
66737,32.817156635,1.2025559002965116,0.0,21.0,368.80999755859375,0.6375796794891357
66738,36.636509150000016,196.6508801995693,1.0,100.0,319.85528564453125,0.3247283399105072
66739,36.983533125000015,25.16341280426062,0.0,83.0,291.0835266113281,0.563728392124176
66740,35.06583401500004,5.537680648970273,0.0,31.0,335.8330078125,0.5523108839988708
66742,33.91462589000001,87.57159710479908,0.0,0.0,416.66302490234375,0.5237670540809631
66745,30.19401617500002,2.122791199938069,0.0,0.0,341.9227600097656,0.7680332064628601
66746,38.31988400000001,349.0313772543392,1.0,100.0,296.8342590332031,0.2144365012645721
66752,36.77702775000002,83.45148664711891,1.0,93.0,297.45849609375,0.2924995422363281
66755,38.14461553,160.85913519652402,1.0,100.0,292.12127685546875,0.2175622284412384
66756,34.04707416500004,36.19866225300055,1.0,78.0,355.76824951171875,0.4707042872905731
66760,36.02268972500005,123.76051680609974,1.0,96.0,293.62353515625,0.3818835914134979
66767,37.07012296499998,380.1676057532585,1.0,100.0,302.3545227050781,0.1769315749406814
66773,31.817195895000047,43.73363618799492,0.0,15.0,341.8647766113281,0.70931077003479
66775,36.93444656000001,23.644502502724286,1.0,98.0,295.7275085449219,0.2766116261482239
66777,31.825551055000016,1.640769700112629,0.0,6.0,338.166015625,0.735493540763855
66784,32.10991133000003,0.4166425999657228,0.0,0.0,338.4525146484375,0.7226166725158691
66785,32.34195691,0.5815731999070227,0.0,6.0,330.9949951171875,0.6909811496734619
66788,37.25251231000002,84.920588702619,0.0,27.0,307.6552734375,0.5024423003196716
66794,33.089174060000005,208.20776050618207,1.0,53.0,317.1697692871094,0.5947914123535156
66795,36.689678350000015,118.497563348876,0.0,28.0,300.65777587890625,0.4293458461761474
66802,38.70725960000004,400.0,1.0,100.0,298.31451416015625,0.0774063766002655
66806,36.70591394499999,116.00742786362422,1.0,85.0,302.50201416015625,0.2488653361797332
66819,31.67487334000001,20.965728297885487,0.0,45.0,306.415771484375,0.6716985106468201
66826,31.153720235000016,7.079833451344527,0.0,0.0,331.6440124511719,0.6282689571380615
66829,35.58698712000003,95.29865424757334,0.0,42.0,295.9002685546875,0.5429528951644897
66831,33.63311396500004,112.55475361003724,1.0,100.0,299.8477783203125,0.5424966216087341
66839,32.96223259500001,0.518356374340618,0.0,16.0,362.6902770996094,0.5194988250732422
66840,31.249899520000024,108.14043504318283,0.0,28.0,376.91351318359375,0.7067699432373047
66842,34.608863730000046,84.66330954986678,0.0,66.0,322.8157653808594,0.5105708837509155
66847,30.86195425000001,2.8293286992862834,0.0,11.0,325.97528076171875,0.6115669012069702
66853,36.98002016000001,166.41615630625756,1.0,81.0,290.4140014648437,0.3735097348690033
66856,35.887772880000014,123.0621015070031,0.0,32.0,290.7750244140625,0.5077673196792603
66864,33.03163739000004,2.083509350449541,1.0,84.0,348.6912841796875,0.4602195620536804
66865,34.132524665000005,0.0561008499708022,0.0,9.0,308.9465026855469,0.6362452507019043
66872,37.10079020000001,144.8986774470403,1.0,80.0,292.8025207519531,0.4037967026233673
66873,34.615319990000025,145.150325051129,0.0,12.0,324.8287658691406,0.5780689120292664
66876,32.49016605500002,5.342019201817903,0.0,5.0,294.1712646484375,0.5409725904464722
66884,39.98626369500004,16.550551101018016,0.0,85.0,304.6094970703125,0.2727493047714233
66885,33.18089093000003,93.68660514835906,1.0,30.0,328.6240234375,0.5586378574371338
66886,34.57601276,70.41130915229358,1.0,62.0,333.6255187988281,0.5592507123947144
66888,29.53101524000004,11.97197049609088,0.0,0.0,337.55877685546875,0.7890681624412537
66889,36.53881074500002,321.1065999091811,1.0,59.0,334.593505859375,0.5010091662406921
66890,37.59241541000002,50.33963255186303,1.0,92.0,292.13153076171875,0.3227117955684662
66891,30.004031230000017,45.80523104507365,0.0,13.0,326.46075439453125,0.6741260290145874
66894,32.272742005000026,29.550502993814117,0.0,9.0,351.5215148925781,0.6776735782623291
66902,27.577616810000023,10.595973697821488,0.0,0.0,340.6570129394531,0.8183321952819824
66905,33.56171532500002,0.0016817000641293,0.0,93.0,293.5977783203125,0.5102341175079346
66909,36.11098857500001,188.03020559232576,1.0,84.0,302.65252685546875,0.3389292955398559
66911,36.99511641500003,50.27798544402857,1.0,100.0,322.3902587890625,0.2171868532896042
66912,36.00987215000002,164.10911901534416,0.0,11.0,295.8397521972656,0.6295397877693176
66914,31.97489954,79.64024545997162,0.0,4.0,372.3460083007813,0.6867793202400208
66917,38.32586553500002,302.11302800774087,1.0,100.0,291.85125732421875,0.2082481682300567
66920,31.438935015000027,82.29349930240525,0.0,0.0,314.37652587890625,0.7963623404502869
66921,32.14276230000001,200.57722571287485,0.0,32.0,333.45751953125,0.6442688703536987
66930,38.49676653500002,360.91773374952686,1.0,89.0,296.498779296875,0.2052043974399566
66931,32.793515330000005,26.75014473207827,0.0,28.0,363.7665100097656,0.6241652369499207
66938,34.27722084500001,52.52092810132494,0.0,22.0,324.2667541503906,0.5930678248405457
66939,31.46846291000004,146.81971600700544,0.0,15.0,324.415283203125,0.5139108300209045
66946,35.71240946500002,159.6352834953837,0.0,36.0,317.0777587890625,0.5870944857597351
66948,33.63729154499998,62.869802153717465,0.0,46.0,341.4640197753906,0.5389947891235352
66949,34.795145820000016,1.0427048999065185,0.0,55.0,363.5757751464844,0.4552725255489349
66955,36.604892465000034,88.24135759402387,0.0,9.0,330.1967468261719,0.547311544418335
66957,37.14465479000003,267.8209190214263,1.0,61.0,302.1232604980469,0.4702145457267761
66965,27.85656521999999,8.008379049956671,0.0,0.0,392.8345336914063,0.8129544258117676
66974,36.54925469500004,1.8065605645406333,1.0,96.0,290.7790222167969,0.3435187637805938
66986,38.552594195,174.3137109910029,1.0,100.0,296.0692749023437,0.1957465559244156
66994,32.71717955000002,69.26800660859669,0.0,24.0,327.9365234375,0.7046812176704407
66996,33.769170150000015,203.4565679459316,1.0,91.0,306.7872619628906,0.4150688946247101
66998,38.227312625,52.42520794652053,1.0,100.0,290.791259765625,0.2752316296100616
67008,34.193194520000034,161.21363145879943,1.0,42.0,294.3760070800781,0.5912978053092957
67014,36.37531545500004,113.24898760058178,1.0,79.0,290.49676513671875,0.4063676297664642
67016,35.39861624000004,159.2895650899768,1.0,59.0,327.7684936523437,0.4796240329742431
67019,32.47079727500001,23.350918995090424,0.0,36.0,302.26824951171875,0.658536970615387
67020,32.45104871500001,172.02878089680962,0.0,37.0,351.32476806640625,0.5749280452728271
67022,30.17597662500001,187.16309434706145,0.0,17.0,316.8682556152344,0.7306361794471741
67037,34.20022045000004,138.3052586944917,0.0,23.0,352.0150146484375,0.5655520558357239
67038,29.24931342500001,8.928173197242137,0.0,0.0,368.5240173339844,0.7438685894012451
67039,32.543715035000034,86.48662411377573,0.0,11.0,374.2717590332031,0.6745810508728027
67041,32.754208100000035,276.9099484391206,1.0,55.0,344.6412658691406,0.585284411907196
67052,40.12118054000007,400.0,1.0,100.0,299.00653076171875,0.1297664046287536
67055,32.44791553000001,152.6107259497388,0.0,37.0,327.8647766113281,0.6518029570579529
67058,29.46208517000004,113.20610314544231,0.0,27.0,317.15777587890625,0.7206445932388306
67065,33.477689000000005,45.19721089812938,1.0,38.0,299.48651123046875,0.5594689249992371
67068,38.93826078500003,88.18283591620526,1.0,68.0,293.4847717285156,0.285977691411972
67074,36.11013407000001,116.356638253755,0.0,90.0,292.2582702636719,0.4732166826725006
67077,33.461168569999984,193.0988108181064,0.0,9.0,306.27801513671875,0.7102870345115662
67080,34.97800989000001,148.47099710065666,1.0,91.0,362.604248046875,0.5227020978927612
67081,34.248452510000014,56.224591344094165,0.0,54.0,313.0880126953125,0.5582879781723022
67083,41.365909490000014,364.38569605176247,1.0,100.0,301.7045288085937,0.1956605166196823
67087,32.72515493000004,88.76131645588288,0.0,37.0,329.6332702636719,0.6067194938659668
67089,36.910995145,125.63561065457908,1.0,100.0,292.6805114746094,0.3175588548183441
67097,36.09275913500002,131.34779314966852,1.0,100.0,300.2717590332031,0.3423044383525848
67103,30.99839021500001,39.65754399507055,0.0,0.0,337.3180236816406,0.6788109540939331
67104,35.36899340000001,113.27232380709565,0.0,31.0,295.91949462890625,0.564261257648468
67107,36.90463383000001,106.71265459554104,0.0,45.0,292.38726806640625,0.4108090698719024
67110,37.53744225500001,355.2093111951026,1.0,98.0,362.8022766113281,0.2033262401819229
67111,34.23658438500001,33.63392345054572,1.0,62.0,339.2675170898437,0.5759485363960266
67117,34.746913760000034,150.2968201923352,1.0,70.0,362.978515625,0.5324834585189819
67119,37.044962540000014,30.29370263625661,1.0,100.0,299.4530029296875,0.0010487040271982
67126,36.99796476500001,69.06856590178856,0.0,36.0,296.5060119628906,0.6070958375930786
67129,31.347977705000037,148.91841910465462,1.0,30.0,350.44677734375,0.6259891390800476
67131,31.97470965,108.61506364227075,1.0,48.0,364.1400146484375,0.6307374238967896
67132,33.64821022000002,139.31315271108917,1.0,17.0,297.3510131835937,0.5198945999145508
67134,34.35137289,38.66312466627099,1.0,46.0,325.4340209960937,0.5753607749938965
67136,31.669366530000005,192.36201546892872,1.0,38.0,328.603271484375,0.6754451394081116
67139,37.52747303000004,33.372937501926906,1.0,100.0,305.9317626953125,0.2063870131969452
67142,33.29596427000001,2.8380967994241386,1.0,66.0,298.9332580566406,0.551992654800415
67160,31.54166550500001,121.12720094119508,0.0,39.0,336.7037658691406,0.700339138507843
67168,36.58770742000002,77.41319300623925,0.0,61.0,319.91552734375,0.4789828658103943
67176,37.686410960000046,182.2478088472883,1.0,98.0,290.97027587890625,0.4401252865791321
67179,34.42761372500004,35.2716617439025,1.0,39.0,335.7320251464844,0.3695617318153381
67181,32.878870884999984,41.682423596249066,0.0,32.0,313.9510192871094,0.6746608018875122
67184,33.136741505000025,51.9735733897479,1.0,54.0,328.4145202636719,0.6040297746658325
67187,33.98896782500004,102.23093100218274,0.0,29.0,350.5472717285156,0.6450133323669434
67188,34.09502139000002,55.01157549528972,0.0,38.0,360.062255859375,0.5223199725151062
67190,36.18048831500002,18.660418755169857,0.0,26.0,319.4207763671875,0.3278059661388397
67191,31.86096553999997,40.68407109931355,0.0,8.0,307.68927001953125,0.648532509803772
67195,31.727662760000012,54.24414474728124,0.0,9.0,363.0872802734375,0.5629051923751831
67196,33.022902450000004,22.18001524856508,0.0,43.0,367.2245178222656,0.5700526237487793
67202,35.08605730000002,104.51276680119452,0.0,22.0,301.947265625,0.6501484513282776
67203,37.97001167500002,55.48213863816732,1.0,59.0,291.3320007324219,0.4056505262851715
67210,32.727718445000015,65.38646324351726,0.0,29.0,343.36700439453125,0.5883552432060242
67212,32.73512415500001,24.29062164572972,1.0,35.0,331.60650634765625,0.5868462920188904
67214,36.65388408500004,297.3567907964882,1.0,100.0,301.22100830078125,0.2620186507701874
67216,32.91808317,6.837996494342466,0.0,27.0,306.23126220703125,0.643134355545044
67218,34.173635850000025,52.98332454876995,0.0,35.0,350.5375366210937,0.6067817807197571
67223,35.115490249999986,155.80100001767278,0.0,6.0,366.1530151367188,0.5354416370391846
67232,30.313456985000037,79.37642443817417,1.0,31.0,374.6365051269531,0.6934659481048584
67233,36.48830000500001,2.3360339998371757,1.0,45.0,291.5402526855469,0.4146654605865478
67250,28.77411370000005,0.5279197800651391,0.0,37.0,453.0737609863281,0.540846049785614
67251,36.13519955000003,107.10796094842146,1.0,65.0,290.50274658203125,0.3924289047718048
67255,33.40173300000002,87.00395264301692,0.0,25.0,329.083740234375,0.5766185522079468
67258,32.65850354000001,59.953040150565386,0.0,0.0,365.6802673339844,0.5716969966888428
67268,31.509763985000017,45.32179800223619,0.0,23.0,366.13177490234375,0.7152803540229797
67269,31.32633024500002,30.715506395494124,0.0,0.0,362.4317626953125,0.6832038164138794
67275,36.55001425500001,99.92972587640736,1.0,82.0,300.5842590332031,0.4012040495872497
67276,31.023265805000005,49.25815850535166,0.0,0.0,381.0355224609375,0.719020664691925
67280,35.93723922500003,11.908047100186993,0.0,61.0,331.552001953125,0.5203007459640503
67285,29.86550647500001,57.32700850228453,0.0,0.0,354.5452575683594,0.6906313896179199
67287,38.52543992500003,319.4809891137876,1.0,92.0,302.7762451171875,0.2771398723125458
67290,31.73089089,7.802159599682027,0.0,0.0,366.2105102539063,0.6810258030891418
67293,32.05265949499999,120.5370143544152,0.0,19.0,328.166015625,0.5880522131919861
67296,30.954810460000036,49.03866329749859,0.0,0.0,353.91650390625,0.7508193850517273
67300,34.15901432000001,84.47594524195421,1.0,88.0,359.6287841796875,0.4807794094085693
67304,36.114786375,26.03540459680968,1.0,96.0,289.2925109863281,0.3528920710086822
67322,35.51160079000001,7.543588100103155,0.0,31.0,295.5532531738281,0.6369803547859192
67335,33.31295942500004,29.173811551600025,0.0,17.0,292.7252502441406,0.7320029735565186
67337,37.67615690000002,106.02675600856972,1.0,100.0,293.14825439453125,0.2996833920478821
67344,34.639246130000004,34.774133247569154,0.0,38.0,334.42352294921875,0.6476598978042603
67351,36.42050927500005,107.47764534338884,1.0,100.0,291.1117553710937,0.2851361930370331
67352,38.20538033000001,235.3507112952724,1.0,97.0,293.0975036621094,0.3427664637565613
67371,33.63947528000004,126.29456690097216,1.0,32.0,339.885009765625,0.4574086368083954
67376,41.02524683,400.0,1.0,99.0,294.4982604980469,0.0580669119954109
67380,37.78505881499999,148.86473690759897,1.0,88.0,291.479248046875,0.3471066057682037
67382,37.84591856000002,374.9382401579952,1.0,100.0,363.4620056152344,0.1592843830585479
67388,37.84819724000003,40.63406114530243,1.0,83.0,292.1602783203125,0.4032278656959533
67389,40.13627679500003,289.87965764980447,1.0,100.0,365.2942504882813,0.2484277337789535
67392,36.63736365500002,116.01119735587498,1.0,91.0,303.5972595214844,0.5178859829902649
67395,38.19844934500002,297.6993430031201,1.0,100.0,293.4742736816406,0.0526922419667243
67398,35.46526763000002,117.77176512707253,1.0,47.0,301.9722595214844,0.4595359861850738
67402,34.70798631000001,130.5806399406562,1.0,65.0,301.43426513671875,0.4681206047534942
67407,34.152178279999994,157.95988176409597,1.0,46.0,329.1849975585937,0.5819153785705566
67408,31.80779634000001,261.66109450901723,1.0,90.0,322.4482727050781,0.35014608502388
67410,35.34136440500004,302.7128199922897,1.0,93.0,321.5650329589844,0.3067221343517303
67412,37.04420298000001,183.1501509981563,0.0,100.0,291.3702697753906,0.0999560803174972
67421,34.09283765500002,14.63220859705793,1.0,64.0,333.45074462890625,0.5718531608581543
67433,38.61364383,213.83396820280024,1.0,100.0,297.1990051269531,0.2314382642507553
67443,31.60546854500002,49.74601010228486,0.0,21.0,321.50250244140625,0.6439388990402222
67448,32.48674803500003,243.91058551369463,0.0,25.0,336.04803466796875,0.6466924548149109
67449,35.806499960000025,260.3849300506196,1.0,78.0,290.5355224609375,0.3228097558021545
67452,33.484809875000025,24.01165776158948,0.0,73.0,339.69677734375,0.4581984579563141
67454,35.97854030000001,83.98040445206247,0.0,16.0,327.2862548828125,0.6094780564308167
67457,34.76001617,46.62296426023413,1.0,53.0,338.3987731933594,0.5171088576316833
67466,36.12067296500001,44.95025239150528,1.0,100.0,360.43450927734375,0.1545475572347641
67467,31.117451245000016,18.34767649895052,0.0,21.0,359.4340209960937,0.6509252786636353
67474,37.802148915000025,74.24211598863789,0.0,34.0,297.01177978515625,0.3549694418907165
67477,36.70202120000002,23.31232270088633,1.0,81.0,292.5762634277344,0.4542641937732696
67486,31.489540700000006,34.83117094956174,0.0,5.0,361.9285278320313,0.6482189893722534
67490,32.78012808500001,36.57384319265117,0.0,47.0,365.0837707519531,0.5788872838020325
67493,28.957642385000053,36.005801255794026,0.0,0.0,369.8820190429688,0.7437113523483276
67494,29.386034225000014,1.953770699630718,0.0,5.0,343.4520263671875,0.7591679692268372
67499,38.040650755000016,14.420903460197623,1.0,73.0,300.6232604980469,0.2961723506450653
67508,32.67331495999999,91.0981885503252,1.0,51.0,340.9677734375,0.5621479749679565
67513,35.17729944500001,6.10004520035028,1.0,92.0,292.3345031738281,0.5334039926528931
67517,32.17827173000004,53.192831351763495,0.0,58.0,342.2965087890625,0.6006112694740295
67518,29.31738899000001,3.481793499896448,0.0,8.0,425.6315307617188,0.6749127507209778
67526,34.06615811,133.49889859802718,1.0,86.0,296.7012634277344,0.5598317980766296
67531,30.974274185000027,74.4880549071265,0.0,26.0,368.1987609863281,0.6678327918052673
67537,35.946353945000006,140.5236698438376,1.0,87.0,305.67950439453125,0.477470338344574
67542,41.297833925000006,249.4600420055732,1.0,100.0,292.6405029296875,0.1875207424163818
67554,29.646373415000006,1.7927778002401746,0.0,13.0,375.20751953125,0.680331289768219
67556,38.09315534000002,282.92726834506755,1.0,100.0,296.800537109375,0.1815335303544998
67558,31.891727720000027,98.9877009513851,0.0,6.0,344.73126220703125,0.6100109815597534
67559,34.247313170000034,14.95320399793573,0.0,42.0,318.80401611328125,0.5314563512802124
67560,32.827315750000004,232.2099952163546,1.0,36.0,335.7582702636719,0.5322368741035461
67561,33.58621113500002,69.4676031020219,0.0,17.0,354.47576904296875,0.5739800930023193
67567,36.86152880000003,258.5894040393512,1.0,54.0,292.2132568359375,0.4115872383117676
67568,33.558582140000034,0.9984407015709796,1.0,68.0,301.2802734375,0.6264870762825012
67572,29.072430890000007,161.65867201763234,0.0,14.0,384.5560302734375,0.7038111090660095
67574,36.347116790000015,47.31413139064147,1.0,35.0,316.9302673339844,0.4739651679992676
67578,36.578212920000006,183.2592760050932,1.0,45.0,292.07452392578125,0.5673884749412537
67580,34.29545028500003,111.89112248982038,0.0,39.0,307.97003173828125,0.5546491146087646
67589,41.521144565000014,11.62305359782561,1.0,100.0,294.63201904296875,0.2234459519386291
67591,32.33777933000003,160.55282949897273,0.0,23.0,356.74102783203125,0.5602372884750366
67596,36.55476150500003,400.0,1.0,98.0,336.2032470703125,0.4606871604919433
67600,33.63007572500002,75.5108470406385,1.0,47.0,354.2297668457031,0.5907564759254456
67601,38.15107179000002,114.36954695881676,1.0,100.0,291.2530212402344,0.3550577759742737
67608,32.346609215000015,109.67639250721696,0.0,20.0,314.5605163574219,0.5999428629875183
67617,31.00854933000003,24.96686000162676,0.0,0.0,354.9275207519531,0.6836180090904236
67621,34.18037694500002,214.67950078774845,1.0,87.0,294.65777587890625,0.6211159825325012
67629,35.08358873,100.4274526005942,0.0,41.0,362.2434997558594,0.580003559589386
67631,33.318181400000014,10.001445451027248,0.0,4.0,322.1832580566406,0.6823359727859497
67632,28.85994398000001,157.51042890073782,0.0,0.0,389.5357666015625,0.7770286202430725
67633,33.30868689999999,162.80870265451068,0.0,21.0,337.96051025390625,0.6448432207107544
67643,30.47353425500002,93.49080869479656,0.0,27.0,311.98126220703125,0.7109447121620178
67645,35.68506530500005,8.358666644845652,1.0,49.0,324.947998046875,0.4705090224742889
67646,32.277774089999994,87.85607030467179,1.0,54.0,312.1607666015625,0.4687336385250091
67650,34.961204625000015,4.447001546852638,0.0,44.0,354.87652587890625,0.6252822875976562
67652,33.39878970500004,90.4823170479896,0.0,13.0,366.0707702636719,0.5903579592704773
67657,31.69291289000002,23.09601799972138,0.0,15.0,327.9022521972656,0.6991419792175293
67658,32.93251481000002,89.64414454799697,0.0,51.0,335.4515075683594,0.5068230032920837
67661,30.502587425,2.091744002114743,0.0,0.0,352.2367553710937,0.724629282951355
67662,30.14398016000001,18.045241003053835,0.0,5.0,392.16802978515625,0.6985189914703369
67663,32.065287180000006,63.30043559180015,0.0,27.0,329.7220153808594,0.6537835597991943
67667,30.23911505000001,105.34963890075976,0.0,15.0,326.6397705078125,0.6741724014282227
67672,35.858055095000026,20.895039598274995,0.0,96.0,291.62725830078125,0.2865370512008667
67675,32.24492312000002,125.28047699864082,0.0,34.0,329.51824951171875,0.6616391539573669
67677,32.66885254500001,117.00298329105182,0.0,23.0,309.0995178222656,0.6479660868644714
67679,33.73916753,17.407687095545725,0.0,0.0,366.1287841796875,0.6807836294174194
67681,35.789599750000015,191.86030112765647,1.0,90.0,298.1005249023437,0.4592828452587127
67685,32.26030421,36.32619605461495,0.0,12.0,348.8897705078125,0.651313304901123
67686,35.82767269500001,133.22410218890542,1.0,87.0,306.125,0.5127148628234863
67692,34.08267854000002,18.867704360801785,0.0,7.0,302.3585205078125,0.6573641896247864
67707,37.13440073000002,22.035954521421488,0.0,96.0,301.1830139160156,0.369337797164917
67708,31.74304385000003,318.34912930725204,0.0,40.0,345.75927734375,0.6572177410125732
67717,36.42914927000001,6.009467152430274,1.0,100.0,291.3317565917969,0.2604541778564453
67720,33.93076654000003,243.65258550779615,1.0,26.0,310.13153076171875,0.5299109816551208
67724,31.201287680000004,74.28297119744842,0.0,0.0,372.5150146484375,0.6660779714584351
67726,30.66798161500004,44.08062150175272,0.0,24.0,336.8990173339844,0.7035327553749084
67728,38.492209175,159.94112155588323,1.0,93.0,304.4940185546875,0.2068048268556594
67729,36.16320832500002,100.32904684453804,0.0,0.0,429.1050415039063,0.4491548836231231
67730,33.97662497500004,222.4944220028796,1.0,73.0,337.43475341796875,0.4212461709976196
67736,36.992268065000026,135.3894686359057,1.0,100.0,302.2242431640625,0.4984464049339294
67741,33.767556085000045,53.79596600511672,0.0,27.0,363.8650207519531,0.6537376046180725
67743,34.261649865000045,174.60093570715853,0.0,66.0,341.5560302734375,0.4734728336334228
67746,37.40015178500005,4.682790882137078,0.0,16.0,295.4652709960937,0.3505825996398926
67748,31.32746958500005,82.5107465041547,0.0,18.0,335.2137756347656,0.5919150114059448
67749,35.76776240000004,274.5517224016561,1.0,42.0,291.864013671875,0.4944057762622833
67755,32.292395620000015,8.028626901173716,0.0,1.0,312.6600036621094,0.7745134830474854
67757,31.907393645000013,23.063819957002263,0.0,45.0,350.9147644042969,0.4619184732437134
67762,30.037736705000007,11.818669799273632,0.0,22.0,369.655029296875,0.6762872338294983
67767,38.137589600000034,62.90070270325232,0.0,91.0,301.57275390625,0.327863335609436
67775,33.24953616500002,54.06974650033469,0.0,19.0,367.7267761230469,0.5948906540870667
67778,38.35226024500003,370.0509800024412,1.0,100.0,292.2327575683594,0.2130214720964431
67790,33.55336016500005,73.40383905173431,0.0,0.0,360.8185424804688,0.6283197402954102
67794,34.58057012,56.03050824653953,1.0,48.0,326.0995178222656,0.6474286317825317
67796,37.094049105,0.5757720299853638,1.0,100.0,292.78375244140625,0.2191367447376251
67800,33.39935937500002,212.25563789312585,1.0,29.0,344.92449951171875,0.573961615562439
67805,34.44252009000004,92.90571904838109,1.0,28.0,329.3680114746094,0.5896030068397522
67810,37.10316382500003,194.75932439822247,1.0,96.0,294.98150634765625,0.1471325308084488
67812,34.603546810000005,7.788549999366561,0.0,23.0,362.0502624511719,0.5867940187454224
67814,32.72857295000002,35.6511393568597,0.0,14.0,300.8477478027344,0.638900101184845
67817,29.922378530000007,56.54016760136616,0.0,0.0,399.1467895507813,0.7481904029846191
67819,37.24415714999999,318.6671911434961,1.0,80.0,293.3367614746094,0.3529326617717743
67824,32.275685300000006,205.4613636887352,1.0,63.0,319.145751953125,0.567393958568573
67825,34.427708670000015,87.92060440126384,0.0,35.0,299.55328369140625,0.2342332750558853
67826,34.63354943000001,0.0096473251237805,0.0,9.0,311.6965026855469,0.5167564749717712
67836,37.63713450500001,56.89099900127549,1.0,100.0,300.28125,0.1679694652557373
67838,32.34005801000002,274.536899754475,1.0,62.0,334.24676513671875,0.158844992518425
67848,33.56256983000003,58.17492891565891,0.0,27.0,304.18426513671875,0.5693575143814087
67849,35.78646656500004,37.40149784654819,0.0,53.0,316.802490234375,0.5094500184059143
67863,27.61749371000001,77.30265229561925,0.0,0.0,336.76824951171875,0.7944254279136658
67873,36.78281939499999,2.5983950983879507,1.0,99.0,292.21551513671875,0.3266292214393616
67876,37.17000510500003,171.0874851584092,1.0,100.0,292.55401611328125,0.2446522414684295
67879,35.120332445,10.618965002562236,0.0,21.0,360.08551025390625,0.3289192318916321
67886,37.36644631000004,131.4495964995738,1.0,100.0,291.25927734375,0.1227353513240814
67891,38.39906813000003,393.4174358223021,1.0,97.0,291.5795288085937,0.1785104870796203
67895,34.54468091,80.31431144692797,1.0,65.0,324.4037475585937,0.4581524431705475
