OBJECTID,LST
2203.0,34.59481187
2205.0,35.05349117
2206.0,36.21039599
2207.0,33.15364172
2208.0,35.65221434
2210.0,32.4590241
2211.0,35.42083337
2222.0,34.08125437
2226.0,35.05766875
2228.0,37.83424033
2246.0,34.83008558
2247.0,33.48424021
2249.0,34.99386571
2250.0,36.23261312
2252.0,34.74321091
2255.0,30.76083783
2258.0,32.44202894
2263.0,34.70694191
2264.0,34.60335692
2271.0,31.78719328
2275.0,35.37127208
2281.0,34.25842174
2284.0,33.75464357
2285.0,34.58569715
2287.0,33.01093938
2288.0,34.13565785
2298.0,36.39696292
2312.0,27.922552
2315.0,32.78971753
2324.0,37.17940466
2333.0,36.76326072
2340.0,34.72811465
2351.0,33.84911384
2352.0,33.33213832
2354.0,33.80781277
2358.0,30.8742971
2360.0,36.19871775
2362.0,34.93613915
2363.0,35.04095843
2364.0,34.71899993
2365.0,33.76366334
2367.0,35.76909163
2368.0,33.28001351
2370.0,29.05220761
2375.0,34.5421174
2377.0,33.20766542
2380.0,33.55430962
2383.0,35.41551645
2390.0,37.82968296
2392.0,36.86124397
2393.0,32.78240677
2396.0,33.58250828
2402.0,32.61520862
2407.0,34.81356515
2408.0,29.15788139
2410.0,35.46612214
2417.0,33.33612601
2419.0,34.71615158
2424.0,35.82871709
2429.0,32.76417733
2432.0,33.60358607
2433.0,32.60780291
2436.0,38.27573458
2439.0,31.53739298
2443.0,34.26240943
2446.0,32.54143636
2459.0,34.62471955
2473.0,34.01783111
2474.0,34.03055374
2486.0,33.09373142
2496.0,32.32847472
2499.0,34.066348
2510.0,32.252044
2518.0,37.53972094
2525.0,37.31356195
2531.0,32.05778653
2532.0,38.44150855
2535.0,37.78895156
2537.0,33.76005543
2540.0,32.0583562
2543.0,32.74984063
2544.0,36.74389195
2547.0,34.05628383
2552.0,32.91314603
2555.0,33.74258555
2558.0,32.42778719
2560.0,33.75312445
2562.0,33.71286777
2563.0,33.2612144
2574.0,33.39337784
2576.0,35.72532199
2578.0,33.73755347
2584.0,30.25677482
2590.0,34.20943012
2591.0,35.16096891
2593.0,37.99678617
2595.0,35.93562516
2603.0,33.48461999
2607.0,33.059931
2608.0,34.18635848
2613.0,33.28855856
2615.0,35.77231976
2620.0,34.72773487
2623.0,37.38306169
2640.0,37.522346
2643.0,35.64167544
2644.0,34.27209382
2650.0,32.57818007
2652.0,32.10364496
2654.0,35.5770179
2664.0,35.25249589
2665.0,34.67057798
2667.0,33.8517723
2669.0,34.82638272
2672.0,33.3523616
2673.0,36.81994289
2680.0,30.97854671
2682.0,33.75777675
2688.0,34.75118629
2689.0,35.04038876
2692.0,33.56370917
2697.0,34.28177821
2698.0,34.32023093
2702.0,33.8623112
2710.0,34.53433191
2712.0,32.22526951
2713.0,30.62136362
2723.0,38.21136187
2729.0,34.67798369
2736.0,33.92402545
2737.0,35.4649828
2740.0,34.1593941
2744.0,34.64855074
2755.0,34.64190459
2758.0,36.25824827
2761.0,34.76495331
2766.0,35.75522966
2767.0,34.91297257
2769.0,38.06552635
2771.0,33.08347736
2776.0,33.6496344
2784.0,33.32131459
2787.0,35.67936861
2789.0,36.49893385
2790.0,33.34163282
2793.0,32.40803863
2801.0,32.39474633
2804.0,34.5022405
2808.0,33.89668129
2813.0,38.55591727
2815.0,36.98058983
2817.0,34.25386438
2827.0,34.12027676
2829.0,34.35972805
2830.0,34.33390301
2831.0,35.70642793
2838.0,35.11520542
2842.0,34.93234135
2857.0,35.34952968
2860.0,36.35737085
2862.0,36.37341656
2863.0,33.562285
2867.0,33.63083529
2873.0,36.9195402
2880.0,30.69143303
2883.0,35.24518512
2886.0,30.73159477
2887.0,37.34403929
2889.0,32.97922775
2894.0,33.21051377
2895.0,32.39987336
2897.0,32.83510124
2905.0,33.67792801
2911.0,30.75210289
2912.0,35.13590343
2914.0,36.54194393
2920.0,31.91138134
2923.0,34.16869871
2924.0,33.48025251
2925.0,32.55453877
2934.0,35.07922126
2937.0,38.14129246
2941.0,34.74121706
2948.0,38.5867744
2949.0,37.65023692
2956.0,34.34216323
2959.0,31.96587977
2962.0,36.52257515
2966.0,33.69197987
2967.0,35.93638472
2970.0,38.45736436
2978.0,31.65987203
2979.0,35.05766875
2980.0,32.91827306
2983.0,33.80297057
2985.0,43.15021088
2988.0,32.85931222
2989.0,31.73877133
2993.0,35.42187777
2994.0,32.60495456
2995.0,33.42053211
3002.0,39.38041965
3009.0,32.4970021
3010.0,37.27131142
3013.0,35.46298895
3016.0,34.68111688
3019.0,32.31299869
3020.0,37.36739576
3022.0,32.35439471
3026.0,37.4531311
3032.0,33.64108935
3037.0,29.98893497
3044.0,39.8295095
3051.0,36.04889455
3054.0,36.62169773
3055.0,33.27374714
3061.0,34.9702244
3066.0,30.85901096
3068.0,34.19091584
3073.0,34.45809107
3074.0,32.11836144
3078.0,43.08289487
3082.0,34.01336869
3083.0,34.47736491
3085.0,34.96965473
3087.0,33.15364172
3091.0,33.54813819
3095.0,34.87793786
3100.0,32.03480984
3117.0,34.92522047
3118.0,36.01072666
3119.0,35.19381987
3122.0,34.72726015
3129.0,33.6705223
3132.0,32.91836801
3137.0,34.46606645
3138.0,36.00844797
3142.0,36.64571882
3148.0,33.84370198
3152.0,38.35434904
3159.0,32.32667077
3160.0,38.00685034
3161.0,34.84831502
3164.0,36.01642336
3170.0,34.70333401
3171.0,35.02405822
3180.0,34.08818535
3182.0,33.3325181
3186.0,32.65375629
3187.0,32.31812572
3195.0,31.80789128
3197.0,33.29340076
3200.0,35.19970647
3201.0,33.4890824
3203.0,31.90483013
3208.0,30.90164126
3210.0,31.29613774
3214.0,31.92192023
3215.0,35.28667609
3218.0,38.89040851
3219.0,37.21111629
3220.0,36.48326792
3222.0,33.81037628
3239.0,37.83253132
3250.0,35.42690985
3252.0,33.94168522
3260.0,32.70692549
3261.0,33.99665837
3263.0,33.99969661
3267.0,35.16058913
3268.0,33.42195629
3269.0,42.70729245
3272.0,34.56376486
3280.0,33.20510191
3282.0,39.40064294
3285.0,34.10802886
3291.0,33.29387548
3292.0,33.89744085
3296.0,33.35938753
3316.0,32.68613254
3317.0,34.85287238
3318.0,32.81820103
3320.0,30.6797548
3334.0,32.77186787
3335.0,33.1643705
3337.0,35.34354814
3340.0,34.5486686
3341.0,32.65793387
3344.0,34.26839096
3348.0,32.73113647
3349.0,33.29985702
3350.0,32.70597604
3352.0,33.97358673
3356.0,32.26837454
3358.0,38.83913821
3366.0,30.5791131
3369.0,38.99323394
3370.0,35.6291427
3380.0,35.37725362
3382.0,34.16328685
3383.0,36.66613199
3388.0,33.38369345
3393.0,37.48180449
3397.0,31.97262086
3401.0,35.30689937
3404.0,30.80726593
3405.0,33.81892133
3406.0,33.05328485
3407.0,34.04811856
3416.0,29.09350868
3422.0,33.54196677
3425.0,31.48697719
3427.0,34.31766742
3430.0,34.11809303
3431.0,33.75454862
3432.0,32.57020469
3435.0,33.69216976
3438.0,33.88671206
3441.0,34.20041034
3443.0,34.33732103
3448.0,34.84090931
3449.0,34.81983152
3453.0,31.50777014
3456.0,33.0609754
3459.0,33.22532519
3462.0,34.18721299
3464.0,34.09748996
3465.0,33.8365811
3467.0,33.85917801
3468.0,31.62654634
3473.0,33.26292341
3474.0,33.78996311
3475.0,36.96606325
3482.0,34.88135588
3483.0,33.69188492
3490.0,33.12506327
3492.0,34.16471102
3493.0,34.85230271
3497.0,30.27405481
3498.0,34.28548106
3505.0,35.77934569
3506.0,30.8734426
3507.0,31.22644811
3508.0,36.60907005
3519.0,35.53248869
3523.0,32.11788671
3526.0,34.42875307
3531.0,35.72911979
3546.0,34.48258688
3548.0,33.49250042
3554.0,32.84136761
3559.0,37.34337467
3562.0,35.60939414
3568.0,35.29474641
3586.0,35.27556752
3601.0,34.10688952
3602.0,34.49682863
3603.0,34.20534748
3604.0,34.48970776
3606.0,34.65804524
3607.0,36.72537767
3609.0,33.53921336
3615.0,35.24338117
3619.0,37.15092116
3625.0,34.54648487
3630.0,33.30194581
3634.0,33.41587981
3635.0,32.22840269
3638.0,33.77619608
3639.0,35.99278205
3641.0,31.82279765
3642.0,33.88224965
3650.0,34.46654118
3656.0,34.70323906
3659.0,34.57943078
3660.0,34.49967698
3663.0,35.10409685
3672.0,33.83259341
3681.0,38.89838389
3684.0,36.91754635
3686.0,35.40687646
3693.0,36.82127212
3698.0,34.11429522
3699.0,37.74337796
3702.0,35.75465999
3703.0,34.43046208
3718.0,34.02067946
3731.0,35.25050204
3732.0,34.13565785
3734.0,33.72150776
3740.0,34.32023093
3754.0,38.40381538
3755.0,35.11121773
3757.0,37.08398494
3762.0,32.99508357
3766.0,39.76399745
3768.0,34.38147046
3770.0,33.61915705
3771.0,31.41263525
3772.0,32.45009927
3774.0,33.52307271
3775.0,33.51766085
3777.0,31.42858601
3784.0,34.22462132
3785.0,39.47916245
3788.0,37.20418531
3800.0,28.99210742
3804.0,32.86643309
3808.0,32.52558054
3809.0,33.24754232
3811.0,34.88021654
3819.0,33.52905425
3821.0,32.18710162
3826.0,32.86690782
3830.0,32.57836996
3831.0,37.59298508
3832.0,33.20386762
3836.0,33.83629627
3851.0,33.66283175
3852.0,33.04056222
3853.0,33.84541099
3855.0,32.63884993
3862.0,30.66665238
3864.0,34.51733675
3865.0,32.93507833
3879.0,34.78498671
3881.0,34.93319585
3886.0,31.09305038
3887.0,37.82370143
3889.0,33.41587981
3897.0,34.97155363
3898.0,33.49231053
3900.0,35.07219533
3901.0,34.61560483
3904.0,36.8245952
3907.0,33.86402021
3908.0,33.98488519
3913.0,32.81231444
3914.0,36.97603247
3925.0,34.84318799
3931.0,34.71843026
3942.0,31.86257961
3945.0,38.40020747
3953.0,33.51813557
3962.0,40.80734806
3963.0,30.64443526
3966.0,35.04523095
3971.0,37.46822735
3974.0,33.14984392
3977.0,35.34952968
3982.0,39.70361243
3983.0,34.70333401
3984.0,33.93741269
3988.0,34.29573512
3998.0,36.70657856
4008.0,32.25973454
4011.0,34.64351866
4013.0,38.15325553
4014.0,33.33071414
4020.0,31.82013919
4028.0,38.07483096
4029.0,32.79399006
4031.0,28.67764958
4033.0,32.99498862
4034.0,32.97808841
4035.0,38.53531421
4037.0,33.66814867
4039.0,33.74030687
4043.0,33.8650646
4053.0,38.32206774
4054.0,33.4027774
4056.0,35.9614502
4057.0,39.97449052
4059.0,33.08632571
4062.0,40.0231973
4070.0,35.10295751
4071.0,33.29397043
4072.0,33.3295748
4073.0,32.46842365
4075.0,34.70532785
4076.0,34.8790772
4083.0,33.01397762
4088.0,32.93137547
4090.0,32.16061196
4098.0,34.09454667
4101.0,34.36988717
4110.0,31.5741367
4112.0,41.95067575
4128.0,35.12631398
4135.0,32.03984192
4137.0,31.73706232
4147.0,35.55556033
4151.0,36.14687778
4157.0,35.27385851
4183.0,31.67601268
4184.0,35.59144953
4187.0,33.56655752
4190.0,33.10493493
4203.0,35.8873931
4206.0,33.70014514
4209.0,33.18687247
4210.0,33.23614892
4213.0,33.58668586
4219.0,33.82832089
4227.0,38.18287837
4231.0,35.52422847
4238.0,34.49483479
4247.0,34.7708399
4248.0,30.82359647
4254.0,34.63725229
4255.0,33.03277673
4262.0,34.97269297
4267.0,37.80945968
4274.0,37.89538491
4275.0,33.83458726
4277.0,34.27579667
4280.0,35.01779185
4283.0,41.34369236
4285.0,43.85223421
4288.0,34.8269524
4299.0,34.4851504
4305.0,32.25090466
4306.0,31.4317192
4308.0,34.71073972
4312.0,32.89510648
4317.0,33.40106839
4318.0,30.81533626
4320.0,36.07215607
4326.0,37.76559509
4328.0,34.92351146
4331.0,31.72196606
4338.0,33.81322463
4339.0,34.75071156
4346.0,36.55846436
4347.0,33.1301903
4349.0,34.85429656
4350.0,35.23179788
4353.0,33.77230334
4358.0,33.30697789
4359.0,33.28343153
4368.0,33.73546468
4371.0,34.04992252
4373.0,32.91770339
4386.0,33.95421796
4397.0,35.08112016
4409.0,36.70145153
4413.0,32.92738778
4415.0,33.10256131
4416.0,32.6622064
4424.0,35.5048597
4427.0,34.19034617
4437.0,34.46777546
4439.0,37.84829218
4443.0,41.99368583
4451.0,35.42482106
4452.0,34.08666623
4454.0,34.76087068
4461.0,37.606942
4468.0,38.59645879
4469.0,33.8129398
4471.0,30.4242578
4477.0,40.67575429
4481.0,34.1954732
4482.0,35.05738391
4483.0,37.26333604
4485.0,32.195077
4490.0,34.0188755
4491.0,38.15781289
4499.0,36.43854883
4501.0,30.16752652
4503.0,33.22162234
4507.0,34.99566966
4509.0,37.64548967
4512.0,35.97986953
4515.0,34.48401106
4520.0,35.05966259
4526.0,33.86164658
4529.0,36.81652487
4530.0,35.39738195
4538.0,31.05326843
4544.0,32.35401493
4546.0,34.24845251
4547.0,37.19364641
4548.0,35.22923436
4554.0,34.47318733
4562.0,36.04661587
4564.0,33.45461737
4572.0,33.15155293
4574.0,34.94126618
4575.0,33.34552556
4585.0,36.06342113
4589.0,35.85663092
4591.0,31.85526884
4602.0,31.42004096
4605.0,34.6769393
4607.0,32.12766605
4608.0,32.95387744
4614.0,34.8050201
4621.0,33.59532586
4623.0,34.31111621
4627.0,34.92787893
4630.0,32.49225485
4633.0,35.88596892
4634.0,33.86534944
4638.0,34.15075411
4641.0,33.04236618
4646.0,33.14870458
4659.0,30.66551305
4661.0,38.26576535
4668.0,34.38289463
4674.0,35.01665251
4676.0,31.73592298
4683.0,34.65006986
4685.0,33.9676052
4686.0,34.66962853
4691.0,33.2080452
4698.0,32.52491593
4700.0,33.24383947
4707.0,34.11524468
4709.0,37.06774934
4722.0,31.88717036
4724.0,35.04712985
4725.0,34.02352781
4726.0,34.30390039
4728.0,34.41479615
4731.0,40.47978781
4732.0,36.97232962
4734.0,31.66689796
4738.0,33.18554324
4742.0,36.68664011
4745.0,37.51408579
4755.0,35.41485184
4759.0,31.33202694
4772.0,34.89132511
4773.0,33.50987536
4784.0,36.87491605
4787.0,38.13929861
4788.0,33.40619542
4790.0,34.47052887
4792.0,32.11019617
4800.0,34.11144688
4808.0,32.57770535
4809.0,32.62774136
4813.0,34.36409552
4814.0,37.36312324
4816.0,38.30421807
4819.0,36.88517011
4824.0,33.83411253
4830.0,37.22782661
4834.0,33.42888727
4840.0,34.91496641
4841.0,33.89155426
4854.0,36.24495597
4857.0,38.0293523
4861.0,41.18247575
4863.0,33.89639645
4869.0,33.82120001
4871.0,37.81715023
4876.0,35.69228113
4879.0,33.62855661
4882.0,34.21826
4884.0,34.13679719
4888.0,33.3352715
4889.0,40.45177903
4894.0,32.73512415
4897.0,33.420722
4906.0,34.81897702
4910.0,36.38699369
4911.0,39.1564444
4912.0,33.80382508
4918.0,34.56205585
4919.0,33.93484918
4922.0,32.71575538
4923.0,34.96955979
4932.0,34.46862997
4933.0,34.11885259
4937.0,33.50987536
4938.0,31.92989561
4940.0,33.41160728
4945.0,34.02656605
4947.0,33.24573837
4949.0,31.33800848
4953.0,31.63793974
4954.0,34.00862144
4960.0,37.39587926
4962.0,33.79727387
4965.0,32.80092104
4966.0,34.15341257
4970.0,34.10612995
4972.0,29.8822168
4978.0,36.47728639
4980.0,34.00045617
4981.0,38.17404848
4995.0,36.51573911
4998.0,31.42811129
5006.0,38.138634
5011.0,34.17126223
5013.0,34.29744413
5020.0,33.77182861
5023.0,33.74220577
5025.0,33.45148418
5026.0,34.67579996
5028.0,34.52379301
5032.0,32.62232949
5037.0,37.46053681
5039.0,36.09389848
5047.0,33.80562903
5052.0,35.91995924
5053.0,34.92607498
5054.0,38.55287903
5057.0,32.04582346
5058.0,33.4597444
5061.0,36.56416106
5062.0,33.94538807
5063.0,31.61600744
5068.0,34.55721365
5072.0,30.55395267
5080.0,37.80889001
5085.0,34.69251028
5088.0,36.83152618
5095.0,33.79471036
5098.0,33.5964652
5103.0,33.12715206
5105.0,33.69321415
5108.0,33.94681225
5111.0,40.57102995
5114.0,38.40818285
5118.0,31.73791682
5133.0,35.64699236
5135.0,33.60928277
5139.0,32.9641315
5140.0,33.9789986
5142.0,32.07971882
5148.0,30.99335813
5149.0,37.93678093
5151.0,35.1592599
5153.0,34.17069256
5158.0,37.67786591
5159.0,36.40598269
5160.0,32.90222735
5161.0,32.90374648
5163.0,31.77209702
5165.0,34.63041625
5170.0,34.71520213
5171.0,34.16898355
5181.0,32.95852974
5183.0,34.7252663
5184.0,32.05892587
5185.0,36.17080393
5199.0,40.68914153
5201.0,33.39195367
5202.0,39.25841533
5210.0,34.50936137
5216.0,35.71763144
5219.0,34.17297124
5222.0,33.49231053
5227.0,33.51319843
5229.0,35.55271198
5230.0,27.6176836
