,flaeche,buildup,imprevious,DGM,NDVI
49271,14.675923595204672,0.0,0.0,343.9452514648437,0.6662409901618958
49274,339.50759999861697,1.0,100.0,289.5027770996094,0.148906722664833
49276,158.88451210110043,1.0,36.0,288.19403076171875,0.2562001049518585
49282,1.212809800087311,0.0,22.0,337.895751953125,0.5581781268119812
49284,138.1334591415087,1.0,89.0,304.12652587890625,0.4101930856704712
49285,0.0266269499493233,1.0,98.0,366.5847778320313,0.4525453746318817
49287,308.2624366468204,1.0,100.0,289.62274169921875,0.2264787703752517
49289,195.41406309400315,0.0,69.0,370.3092651367188,0.5872189402580261
49291,11.266211151319894,1.0,87.0,344.6190185546875,0.5173957943916321
49292,10.09923393662628,0.0,28.0,321.9755249023437,0.564195454120636
49307,19.41627934820081,0.0,0.0,330.3005065917969,0.68702632188797
49308,22.660625049056588,1.0,90.0,290.9667663574219,0.3062696754932403
49320,171.42777900934695,1.0,57.0,295.79052734375,0.2538753747940063
49322,9.018167597862425,0.0,89.0,360.3807678222656,0.1489129662513733
49323,79.83943215608289,0.0,29.0,306.6767578125,0.5166743397712708
49326,31.25481709491369,0.0,59.0,361.4245300292969,0.487809270620346
49331,155.4351708143675,0.0,62.0,299.1717529296875,0.517464280128479
49333,193.8908629884712,1.0,100.0,363.13226318359375,0.1593435704708099
49336,16.235540425049948,0.0,18.0,355.33526611328125,0.5266863703727722
49339,106.93924884037447,0.0,0.0,414.4482727050781,0.6032707691192627
49341,11.801846603286174,1.0,49.0,290.3065185546875,0.4250665307044983
49345,20.35620366733005,0.0,22.0,337.280029296875,0.4753215312957763
49346,160.15353140525687,0.0,38.0,372.822509765625,0.5891648530960083
49347,210.56281945232936,1.0,100.0,296.3445129394531,0.18827985227108
49349,167.32181885013432,1.0,80.0,292.0242614746094,0.5332549214363098
49351,107.24388659253972,1.0,44.0,304.7655029296875,0.7013895511627197
49352,170.09760301121474,1.0,100.0,292.0772705078125,0.1636859774589538
49358,125.05523628966128,1.0,56.0,289.3107604980469,0.5080169439315796
49361,358.2973236143398,1.0,100.0,296.4900207519531,0.2247486710548401
49364,37.98715780505745,0.0,6.0,340.8387756347656,0.6290163397789001
49367,124.8578818088444,1.0,52.0,358.5815124511719,0.6456120610237122
49368,29.224780190261296,0.0,60.0,325.65350341796875,0.4210299551486969
49369,1.311902951319487,0.0,8.0,314.697021484375,0.6533108949661255
49376,17.733751157001873,0.0,6.0,375.1605224609375,0.5355381369590759
49380,162.5571998499026,1.0,57.0,291.5235290527344,0.3903305232524872
49381,78.03983935550129,0.0,3.0,344.1087646484375,0.7155171036720276
49384,114.39753723069138,1.0,40.0,343.3515014648437,0.5769798159599304
49391,199.3889907026518,1.0,66.0,291.1465148925781,0.4520756006240845
49395,34.258097000263234,0.0,17.0,351.61651611328125,0.5461291670799255
49400,305.9769844866157,1.0,100.0,362.9192810058594,0.1687608808279037
49401,116.48072949704768,1.0,58.0,320.61700439453125,0.4407721161842346
49408,128.19718250151044,0.0,14.0,334.3992614746094,0.5963005423545837
49414,172.17254634310777,1.0,37.0,330.2140197753906,0.5035204291343689
49416,21.15744169647153,1.0,28.0,338.0557861328125,0.6697084903717041
49419,57.50523270645841,0.0,23.0,351.3380126953125,0.6384639143943787
49425,10.005774600764392,0.0,6.0,354.5805053710937,0.6199398636817932
49438,75.43181603791069,0.0,19.0,379.655517578125,0.5431267619132996
49442,144.11891600382134,1.0,92.0,339.14801025390625,0.3659893274307251
49446,9.436670000964702,0.0,0.0,327.40350341796875,0.4201346933841705
49447,303.01305651274816,1.0,79.0,348.5320129394531,0.3067523539066314
49448,45.93064909992584,0.0,0.0,339.66375732421875,0.6010109186172485
49449,47.664396004711925,0.0,0.0,365.5337829589844,0.7107627391815186
49454,175.34407236225468,1.0,100.0,307.5530090332031,0.325657308101654
49458,89.13015061063264,0.0,22.0,346.301025390625,0.59600830078125
49460,1.6664037535169256,0.0,13.0,337.197509765625,0.584529459476471
49461,40.23484200588678,0.0,22.0,354.916259765625,0.5461360812187195
49469,122.243302355407,0.0,21.0,329.9047546386719,0.6225394606590271
49473,20.024382128770757,0.0,0.0,326.1080322265625,0.7120044231414795
49476,5.798560547732149,1.0,43.0,337.1542663574219,0.6133473515510559
49477,106.1883100134146,0.0,42.0,352.5557556152344,0.5842837691307068
49479,67.3920249924921,0.0,0.0,315.5385131835937,0.7471700310707092
49483,105.99185694800246,1.0,48.0,291.8862609863281,0.3695060014724731
49493,93.891809241231,1.0,63.0,382.415283203125,0.6265436410903931
49504,0.1100599995791539,0.0,13.0,329.6752624511719,0.7028490304946899
49505,218.0336453651056,1.0,84.0,352.66375732421875,0.5381250977516174
49507,134.73322384232665,1.0,87.0,290.2772521972656,0.3852475583553314
49513,108.05260295337612,0.0,32.0,336.3642578125,0.4046018421649933
49521,0.04604106021254,0.0,21.0,362.1642761230469,0.6192526817321777
49533,166.63065075272763,1.0,100.0,294.4207763671875,0.2593967020511627
49535,82.31367738780341,0.0,58.0,353.7367553710937,0.4899675548076629
49537,80.26255810918892,1.0,53.0,352.8212585449219,0.5215124487876892
49539,18.68657135689902,1.0,100.0,299.24102783203125,0.3712321817874908
49547,122.52981727248016,1.0,100.0,291.5657653808594,0.184823140501976
49548,9.53744805495842,0.0,0.0,350.4032592773437,0.600668728351593
49549,131.92044570476529,0.0,40.0,342.0205078125,0.6464455127716064
49551,68.31025344728036,0.0,41.0,323.436767578125,0.610109806060791
49556,6.282219751549024,0.0,0.0,354.1640014648437,0.4602396488189697
49557,182.25779739867053,0.0,0.0,372.4980163574219,0.2898161113262176
49558,95.53668939747368,1.0,56.0,366.634521484375,0.5114827752113342
49563,74.88970225114458,0.0,85.0,295.09228515625,0.3676913976669311
49564,114.08309365726136,1.0,33.0,320.114501953125,0.6716722846031189
49565,48.184934005480144,1.0,67.0,339.5887756347656,0.5493702292442322
49570,256.9675313498863,1.0,79.0,292.3970031738281,0.2715801000595093
49577,26.20764329224892,0.0,24.0,349.93951416015625,0.5880522131919861
49583,64.78133315171817,1.0,79.0,367.4835205078125,0.389603853225708
49584,307.0505323049228,1.0,99.0,363.4114990234375,0.148710012435913
49593,12.27307439895635,0.0,4.0,326.9022827148437,0.699317991733551
49597,173.30982579322665,0.0,35.0,368.9105224609375,0.3218413293361664
49598,123.01717815669583,0.0,51.0,338.2767639160156,0.5726845264434814
49599,1.8716450002012028,0.0,0.0,368.9670104980469,0.7191723585128784
49600,18.93285590083505,0.0,14.0,330.301025390625,0.668839693069458
49601,0.6365660813076143,1.0,57.0,342.16827392578125,0.566587507724762
49604,28.86599665335837,0.0,27.0,371.7952575683594,0.525285542011261
49605,323.4793974421168,0.0,64.0,300.4617614746094,0.3807776272296905
49606,104.06954499697548,1.0,100.0,289.4530029296875,0.1698517799377441
49612,148.9780712604117,0.0,0.0,359.41278076171875,0.776918888092041
49613,128.12373504835327,1.0,67.0,296.3997802734375,0.16189044713974
49618,400.0,1.0,100.0,365.2750244140625,0.1554191708564758
49619,48.35048680288333,0.0,41.0,306.29052734375,0.4454395473003387
49626,9.137311998990189,0.0,79.0,328.1780090332031,0.3946498930454254
49627,11.498330949824814,0.0,26.0,334.7540283203125,0.5318330526351929
49629,109.88816759945416,1.0,80.0,291.7792663574219,0.5325317978858948
49631,136.4910024518802,0.0,20.0,417.0627746582031,0.5658740997314453
49634,11.167951098562025,0.0,0.0,318.15576171875,0.7728686332702637
49635,19.022861396929443,1.0,27.0,343.72149658203125,0.6401336193084717
49640,58.8586782018541,0.0,45.0,335.9797668457031,0.6032624840736389
49643,22.30299700110664,1.0,73.0,290.52325439453125,0.3635488152503967
49646,18.940037093569043,0.0,44.0,362.6200256347656,0.6116845607757568
49648,145.71851160233973,1.0,51.0,332.343017578125,0.5839236974716187
49653,74.56948970055929,0.0,25.0,323.17877197265625,0.4801446497440338
49656,338.27623259990287,0.0,20.0,307.8085021972656,0.5826315879821777
49659,22.665611447836937,0.0,37.0,333.81451416015625,0.5593249201774597
49660,146.8377859997596,1.0,48.0,380.17974853515625,0.596624493598938
49661,131.86894639074316,1.0,80.0,298.2742614746094,0.415099561214447
49665,119.47604700005571,0.0,91.0,300.915771484375,0.3292035758495331
49666,7.733333249056388,0.0,0.0,373.5757751464844,0.6080223321914673
49667,89.61834254450099,0.0,26.0,303.05877685546875,0.6894333362579346
49670,156.92680785117346,0.0,0.0,351.4005126953125,0.5377896428108215
49671,89.12316779418958,1.0,53.0,320.24578857421875,0.4706897437572479
49672,174.7815040962691,1.0,64.0,295.50152587890625,0.401655912399292
49678,258.25002261670494,1.0,62.0,290.5912475585937,0.4964859187602997
49683,59.01965684525902,0.0,46.0,347.0682678222656,0.6379778385162354
49691,14.225164439987914,0.0,9.0,290.8547668457031,0.7350317239761353
49693,50.36019874678387,1.0,62.0,301.5947570800781,0.4794496595859527
49695,352.72835263942505,1.0,100.0,289.3905029296875,0.1482699662446975
49698,14.51894820285778,0.0,22.0,368.4940185546875,0.6923035979270935
49701,1.4058666499619656,0.0,44.0,297.2890014648437,0.4610634446144104
49703,0.3189614994503315,1.0,93.0,310.5842590332031,0.652382493019104
49705,399.72165317511394,1.0,53.0,294.635009765625,0.492029994726181
49714,390.2467639004093,1.0,100.0,293.884033203125,0.1512429863214492
49716,190.27981113904545,1.0,58.0,346.8655090332031,0.498949646949768
49719,25.60064699655163,1.0,80.0,344.5660095214844,0.5423583984375
49723,15.560048146326396,0.0,14.0,341.90802001953125,0.6624694466590881
49729,83.63574205871363,1.0,44.0,352.801025390625,0.5145645141601562
49730,86.93033339580137,0.0,26.0,333.31951904296875,0.6844151020050049
49737,41.90099100836498,0.0,0.0,392.4917602539063,0.7180433869361877
49738,39.095624502867935,0.0,84.0,290.3860168457031,0.3136616349220276
49739,98.92421090643528,0.0,34.0,329.47802734375,0.5856499075889587
49745,114.69491204965615,1.0,67.0,347.39752197265625,0.4955613613128662
49748,34.66682480091286,1.0,66.0,366.6187744140625,0.4757845401763916
49750,16.33757910310209,0.0,0.0,322.99627685546875,0.8049335479736328
49754,23.13322600445196,0.0,21.0,322.2892761230469,0.6982634663581848
49755,56.84387619560916,0.0,15.0,328.4330139160156,0.6182723045349121
49758,115.54891699662868,1.0,66.0,448.2890319824219,0.3972275257110595
49762,5.854441948554603,0.0,14.0,299.9902648925781,0.6174932718276978
49763,113.93807019976494,0.0,41.0,323.3804931640625,0.6325037479400635
49764,0.6894580482279107,0.0,0.0,331.77349853515625,0.6187424659729004
49771,87.79486425303283,1.0,55.0,337.17901611328125,0.5046171545982361
49773,164.32420707275523,0.0,22.0,330.55078125,0.6777403950691223
49774,18.15495815327138,0.0,43.0,366.5240173339844,0.4482835531234741
49776,160.0230651555638,1.0,43.0,354.31475830078125,0.5695037841796875
49777,109.56503790359588,1.0,76.0,294.2227783203125,0.423519879579544
49778,107.43188590072054,0.0,64.0,368.50103759765625,0.4151352047920227
49781,280.422291874154,1.0,40.0,290.65802001953125,0.6556410789489746
49785,106.2326554112799,1.0,50.0,358.24200439453125,0.5709629058837891
49789,30.962331103695067,0.0,40.0,353.66851806640625,0.527195930480957
49791,298.0421196926379,1.0,98.0,296.6025085449219,0.2108834385871887
49792,104.78581805590356,1.0,30.0,344.8682861328125,0.6451722383499146
49796,35.41578149810065,0.0,0.0,346.4317626953125,0.8009647130966187
49799,1.9152450001955217,0.0,41.0,352.75201416015625,0.4764076173305511
49803,112.74518574600144,0.0,0.0,370.9420166015625,0.7458444237709045
49806,138.7578691936921,0.0,26.0,316.2550048828125,0.5202217698097229
49807,95.36401780559042,0.0,20.0,299.19775390625,0.7265482544898987
49809,155.66905139560285,0.0,29.0,344.5692749023437,0.5730581283569336
49812,3.473514199790358,0.0,0.0,355.0842590332031,0.6641462445259094
49816,9.987984197943025,0.0,0.0,368.22076416015625,0.7617107033729553
49817,1.4554277502608337,0.0,0.0,385.259521484375,0.606494128704071
49818,14.01928075113372,1.0,27.0,367.8155212402344,0.5372008681297302
49824,1.2824322998940805,0.0,3.0,325.9407653808594,0.693649172782898
49825,120.63682289290952,1.0,56.0,295.3030090332031,0.4605621993541717
49829,167.60766009649385,0.0,28.0,351.3807678222656,0.6039928197860718
49833,29.806613957117825,0.0,31.0,334.9590148925781,0.6418738961219788
49834,0.0083021999891728,0.0,13.0,290.05450439453125,0.5973325371742249
49835,20.973355502044523,0.0,44.0,361.5885009765625,0.5573691725730896
49839,48.11387439952813,1.0,80.0,352.6395263671875,0.5600115656852722
49845,161.48202645107332,0.0,35.0,319.9845275878906,0.488730788230896
49848,11.006796000297642,1.0,100.0,289.81201171875,0.0975530073046684
49849,85.97970739239008,0.0,34.0,331.8740234375,0.6326184272766113
49853,55.52776663718095,0.0,46.0,352.4110107421875,0.5017209649085999
49854,131.58003270348064,0.0,89.0,294.0107727050781,0.3407727479934692
49858,104.6004696072639,0.0,30.0,338.03076171875,0.7513856291770935
49860,26.872133005381755,0.0,32.0,340.0205078125,0.6225283741950989
49892,235.3214410582856,1.0,82.0,300.7427673339844,0.4970661401748657
49898,22.079197455383888,0.0,29.0,370.6105041503906,0.5752885937690735
49900,145.04566649749017,1.0,58.0,370.0737609863281,0.4198147356510162
49901,9.984288298758017,1.0,46.0,343.06500244140625,0.5375688672065735
49907,144.17202850433182,0.0,39.0,374.7752685546875,0.5555187463760376
49908,159.01174900131284,0.0,34.0,291.7717590332031,0.5864196419715881
49909,14.648736496344323,0.0,33.0,293.3992614746094,0.5338351130485535
49913,400.0,1.0,100.0,322.6777648925781,0.1286136209964752
49918,115.1256783507904,0.0,15.0,329.3510131835937,0.6056983470916748
49926,57.16423910000295,1.0,60.0,329.4990234375,0.3985408246517181
49947,80.02217249686612,0.0,26.0,385.4842834472656,0.6300280094146729
49949,100.7683070394536,0.0,15.0,355.1227722167969,0.568544864654541
49951,31.907157898383115,0.0,20.0,364.135009765625,0.4638495445251465
49954,88.95298311325813,0.0,55.0,302.0610046386719,0.4362426996231079
49959,30.447532003115708,1.0,49.0,289.99127197265625,0.4717247784137726
49960,159.75140169294338,0.0,100.0,289.52850341796875,0.3337081372737884
49965,99.0832166012496,1.0,63.0,362.31103515625,0.5227293968200684
49970,94.59500089256991,1.0,69.0,343.6824951171875,0.5497509837150574
49972,42.22771529817171,1.0,92.0,335.4537658691406,0.4460521936416626
49977,67.88477409901334,0.0,31.0,360.6567687988281,0.5633193254470825
49980,26.346502950005487,0.0,42.0,330.3137512207031,0.4847902059555053
49982,7.789590951501026,0.0,100.0,363.02777099609375,0.375838428735733
49985,0.5931025008129328,0.0,73.0,293.1025390625,0.2816403806209564
49987,40.16019319626447,1.0,77.0,367.7970275878906,0.4687279760837555
49991,48.47984580324149,1.0,43.0,291.29901123046875,0.4247450828552246
49994,51.98583109788352,0.0,37.0,316.6917724609375,0.5227793455123901
49999,16.948279099961855,0.0,39.0,378.33599853515625,0.5134953856468201
50002,186.72172960096276,0.0,37.0,357.7715148925781,0.5847164988517761
50004,17.546716506427064,0.0,71.0,299.3412475585937,0.4442768692970276
50007,82.41612390397853,0.0,19.0,350.4117736816406,0.651321291923523
50008,6.218074203530288,0.0,76.0,292.17877197265625,0.4250631928443908
50011,174.96025620407497,1.0,86.0,297.4700012207031,0.4162448048591614
50016,43.89428434923938,0.0,14.0,336.3627624511719,0.529062807559967
50021,88.90820364633458,0.0,20.0,331.2080078125,0.6758607625961304
50023,8.744072596826383,0.0,0.0,322.82977294921875,0.6893036961555481
50025,54.32287650877588,0.0,0.0,310.84600830078125,0.4884922802448272
50028,324.88307009758256,1.0,100.0,292.40753173828125,0.2530997693538666
50032,2.3185062934054312,0.0,28.0,366.9085083007813,0.5116627216339111
50038,16.442875501543366,0.0,79.0,290.29901123046875,0.377447098493576
50040,128.11012665813763,1.0,49.0,323.55401611328125,0.507931113243103
50047,121.48264650443478,0.0,44.0,333.49127197265625,0.4624353051185608
50049,48.31379270283749,0.0,23.0,341.8822631835937,0.66560298204422
50052,86.27748594838923,1.0,62.0,344.1205139160156,0.5155178904533386
50054,25.71368380027106,0.0,57.0,351.89703369140625,0.5432047843933105
50065,64.22738958360935,1.0,100.0,319.3677673339844,0.12921042740345
50066,319.69294281911624,1.0,98.0,302.8260192871094,0.2450753897428512
50076,31.764127344654888,0.0,13.0,342.55401611328125,0.6823000907897949
50080,138.07122814393517,1.0,56.0,309.5107727050781,0.5267777442932129
50082,30.32113950103792,0.0,31.0,307.4750061035156,0.5191587805747986
50084,31.19882585387002,0.0,39.0,309.33502197265625,0.6400700211524963
50091,187.59849568944333,1.0,98.0,358.696533203125,0.42775759100914
50094,61.08166099594369,0.0,76.0,325.1670227050781,0.4825147688388824
50098,197.68885735709293,0.0,51.0,349.697021484375,0.4977855980396271
50099,131.00549244646845,1.0,80.0,309.91900634765625,0.4887969195842743
50100,3.8490838510248415,0.0,38.0,352.5350036621094,0.4929827153682709
50101,175.13892485884296,1.0,81.0,308.1387634277344,0.3343265056610107
50103,117.13943474007912,0.0,65.0,344.50701904296875,0.5171135067939758
50110,28.76746544925689,1.0,42.0,377.561279296875,0.4997263252735138
50112,3.366765996974349,1.0,87.0,293.4195251464844,0.2162715941667556
50115,24.436600000887736,0.0,0.0,319.738037109375,0.6879991888999939
50116,297.50628685406843,1.0,83.0,290.78326416015625,0.3119291067123413
50117,1.0606408496478477,0.0,21.0,332.9402770996094,0.7004669308662415
50119,27.270589797457497,0.0,8.0,364.8045043945313,0.679555356502533
50128,110.38184620422984,0.0,26.0,361.0950317382813,0.5520265102386475
50130,62.15322094238753,0.0,25.0,380.7457580566406,0.5312203764915466
50135,227.2449024964905,1.0,95.0,335.72027587890625,0.5102611184120178
50137,195.66826126178688,1.0,87.0,360.7060241699219,0.4947510659694671
50138,5.565275599857797,1.0,20.0,320.07275390625,0.7266782522201538
50140,2.3045744999325946,0.0,13.0,322.7845153808594,0.6824122667312622
50146,55.12904058923736,0.0,25.0,342.41851806640625,0.6768314242362976
50151,9.107293503634962,0.0,0.0,326.4070129394531,0.7474610805511475
50153,165.79991885580776,1.0,51.0,342.6937561035156,0.5297061204910278
50154,8.995858650753947,0.0,0.0,388.5362548828125,0.7537809610366821
50157,263.46776218990215,1.0,59.0,290.56201171875,0.4629587233066559
50158,57.87615596402885,0.0,15.0,337.7460327148437,0.6292975544929504
50160,101.34952914954168,1.0,50.0,356.4332580566406,0.533482015132904
50168,274.8045350908713,1.0,47.0,290.4802551269531,0.5572941303253174
50170,252.00685798155024,1.0,100.0,292.8317565917969,0.2181639075279235
50172,136.61207015345457,0.0,85.0,386.0642700195313,0.4800877869129181
50176,13.015321199166756,0.0,0.0,365.7087707519531,0.7603858709335327
50182,88.59417370359685,0.0,17.0,350.1750183105469,0.5383023619651794
50185,135.73476534855018,0.0,41.0,389.7245178222656,0.6359675526618958
50187,80.34236034712305,0.0,79.0,322.23077392578125,0.5044450163841248
50189,4.870226801253778,0.0,0.0,331.9942626953125,0.7173231244087219
50192,285.0186166150307,1.0,100.0,295.2895202636719,0.2017524540424347
50196,94.2555696987371,0.0,23.0,321.7872619628906,0.6449089646339417
50200,145.32613829822594,1.0,100.0,292.5885009765625,0.2628974020481109
50202,151.0712162006026,1.0,95.0,343.5877685546875,0.4053549766540527
50205,64.51502498651837,0.0,33.0,353.1292724609375,0.6369782090187073
50212,359.31934506338587,1.0,92.0,291.86749267578125,0.218581885099411
50213,188.23026910725707,0.0,23.0,336.7447509765625,0.4912572801113128
50217,131.79589745477406,1.0,70.0,363.8200073242188,0.2543943524360657
50222,56.33161539527281,1.0,66.0,361.43603515625,0.5313194990158081
50223,160.25792125755,1.0,34.0,307.4300231933594,0.5593296885490417
50225,2.238810000791829,0.0,0.0,360.7640075683594,0.6802723407745361
50226,67.51159254486481,0.0,37.0,359.79327392578125,0.54892897605896
50227,115.0477884096462,1.0,47.0,342.3385009765625,0.5331028699874878
50228,15.511225997056602,0.0,9.0,352.852783203125,0.6561300754547119
50231,29.36931231463917,1.0,63.0,386.02252197265625,0.5158241391181946
50233,264.27912392889823,0.0,29.0,425.9202880859375,0.4710410535335541
50234,14.325911345369644,0.0,5.0,323.760009765625,0.8078499436378479
50240,77.65256961064625,1.0,80.0,364.4932861328125,0.3687037229537964
50241,400.0,1.0,100.0,298.7552490234375,0.0930065214633941
50244,0.07942759963447,1.0,66.0,322.291259765625,0.501030683517456
50249,1.2095475007049368,1.0,100.0,294.5077514648437,0.2443139851093292
50251,91.01574989516892,0.0,37.0,310.4732666015625,0.6085658073425293
50255,74.01288964992989,0.0,35.0,331.38427734375,0.7027682662010193
50265,80.43768720395039,0.0,34.0,357.49078369140625,0.6195046901702881
50275,120.91878179641104,0.0,2.0,394.9950256347656,0.7373901009559631
50287,103.34441969661124,0.0,29.0,319.4482727050781,0.646638810634613
50288,265.1190490591472,1.0,99.0,298.62176513671875,0.1668774485588073
50289,282.6489203396088,1.0,82.0,290.2092590332031,0.2707850933074951
50291,114.02320434818562,1.0,45.0,351.8940124511719,0.3899931013584137
50297,26.03410394999133,0.0,31.0,295.40802001953125,0.5317186117172241
50300,106.90648648638674,0.0,20.0,310.8925170898437,0.5409842729568481
50302,93.39156900360187,1.0,100.0,321.12225341796875,0.1957258582115173
50307,164.27124525841748,0.0,35.0,329.2987670898437,0.6383070349693298
50309,382.9691289974949,1.0,100.0,294.73028564453125,0.3080487251281738
50315,48.44534275845776,0.0,0.0,330.86199951171875,0.6064164638519287
50316,57.03974905115332,1.0,45.0,333.33624267578125,0.5129497051239014
50320,390.0884187002615,1.0,87.0,349.0245056152344,0.3653887212276459
50321,231.46058152571345,1.0,100.0,296.7765197753906,0.1845171153545379
50322,119.51231630916249,0.0,3.0,304.03778076171875,0.6572580933570862
50325,38.90160250100861,0.0,29.0,333.6327514648437,0.6002713441848755
50329,133.86476285607074,1.0,31.0,347.6075134277344,0.5569281578063965
50330,61.69170330561909,0.0,0.0,375.384521484375,0.6793020367622375
50333,213.20271890122584,1.0,24.0,345.12353515625,0.6616724729537964
50334,103.36587419930504,1.0,44.0,337.4857788085937,0.5575346946716309
50336,69.64946204429938,1.0,71.0,296.6882629394531,0.5071915984153748
50339,74.87392784172856,0.0,45.0,290.561279296875,0.6847733855247498
50342,38.30651465287392,0.0,17.0,340.5655212402344,0.3933204114437103
50344,299.2678597496545,1.0,100.0,297.9210205078125,0.1876407414674759
50349,94.80533873788453,1.0,56.0,306.915283203125,0.5964022278785706
50354,20.708076749391672,0.0,38.0,382.3492736816406,0.608026385307312
50356,17.486349904517905,0.0,0.0,324.49200439453125,0.7075070142745972
50358,26.01953025389697,1.0,93.0,298.1015014648437,0.3891593515872955
50360,18.23160449433149,0.0,39.0,314.9617614746094,0.4714658558368683
50363,2.119983550572167,0.0,43.0,318.2430114746094,0.5418145060539246
50366,77.61126821045563,0.0,32.0,335.3412475585937,0.5498509407043457
50372,18.880999982357025,1.0,100.0,290.11199951171875,0.1194172129034996
50376,138.4350126049925,1.0,25.0,298.90850830078125,0.5270993113517761
50377,125.3312934981084,1.0,69.0,375.1257629394531,0.5066257119178772
50382,153.28010039730552,1.0,49.0,348.9730224609375,0.5641995072364807
50383,51.60649819616916,0.0,4.0,293.7190246582031,0.6980733871459961
50384,137.76229800771495,1.0,40.0,338.2560119628906,0.4861447513103485
50387,9.5583810009128,0.0,0.0,311.8102722167969,0.595975399017334
50388,1.0630430304898073,1.0,79.0,294.8300170898437,0.3364138007164001
50391,39.15461219394425,0.0,73.0,331.8197631835937,0.368819922208786
50393,139.65732094981163,0.0,25.0,292.26776123046875,0.608553946018219
50395,34.096225851786095,0.0,2.0,382.1692504882813,0.5696488618850708
50399,100.6456446940201,0.0,28.0,355.3290100097656,0.5176920890808105
50401,17.946471101615543,0.0,0.0,386.5397644042969,0.7056770324707031
50402,119.0642699476908,1.0,90.0,358.9117736816406,0.4252147078514099
50404,69.33605048635606,1.0,63.0,329.6022644042969,0.6053453683853149
50406,13.946426284954285,0.0,0.0,352.2344970703125,0.5810745358467102
50412,126.07117185499357,0.0,19.0,324.04901123046875,0.5451103448867798
50416,130.27729919254142,1.0,81.0,335.6602783203125,0.4346645176410675
50420,174.39553916302404,1.0,20.0,345.9277648925781,0.5453932285308838
50421,158.35052244718764,1.0,41.0,365.8935241699219,0.4938949942588806
50422,80.43953635623632,0.0,26.0,319.5317687988281,0.6161105036735535
50431,26.66185514859237,0.0,16.0,308.81402587890625,0.6803137063980103
50433,156.423011511673,0.0,34.0,319.4110107421875,0.5163529515266418
50436,18.01994579852788,0.0,82.0,291.0792541503906,0.4586450755596161
50446,211.78030751442708,0.0,100.0,289.91900634765625,0.0820989310741424
50448,45.56751079398813,0.0,0.0,321.8424987792969,0.739207923412323
50452,23.271366500635263,0.0,31.0,345.7607727050781,0.5268376469612122
50454,253.3735669912344,1.0,58.0,374.5942687988281,0.4701663553714752
50455,261.86229863101147,1.0,83.0,361.7950134277344,0.3842082619667053
50456,127.14804951353835,0.0,43.0,316.34051513671875,0.5188441276550293
50459,291.0210398761932,0.0,51.0,299.02099609375,0.4865015745162964
50460,10.962285706825718,0.0,5.0,340.0322570800781,0.6513925790786743
50463,17.56546774615131,0.0,23.0,338.09326171875,0.6974326372146606
50465,7.462474904830365,0.0,0.0,360.9342651367188,0.6486082673072815
50467,10.910577002638906,0.0,19.0,419.6422729492188,0.3817450702190399
50471,79.83501134602268,1.0,27.0,354.8700256347656,0.5440772771835327
50474,38.45760505212237,0.0,40.0,294.2195129394531,0.4670843780040741
50475,202.4158524983684,1.0,61.0,334.4355163574219,0.1321454793214798
50478,241.2576806021238,1.0,49.0,337.1617736816406,0.6971046924591064
50480,344.90084774537706,1.0,100.0,297.259521484375,0.2599120140075683
50482,353.1157461023148,1.0,78.0,335.2142639160156,0.3586370944976806
50483,20.5670035509886,0.0,30.0,349.8795166015625,0.5471965670585632
50485,70.1291664462936,0.0,2.0,291.1812744140625,0.6892121434211731
50487,34.70818425374868,0.0,0.0,330.9695129394531,0.6911326050758362
50488,0.6159555500707373,0.0,0.0,409.72503662109375,0.4709868431091308
50491,68.874221358446,1.0,59.0,326.6395263671875,0.501030445098877
50497,61.38161584241696,1.0,44.0,343.17926025390625,0.5089603662490845
50498,121.04099554879268,1.0,63.0,312.42901611328125,0.4275746643543243
50503,26.94866809473213,0.0,7.0,336.343505859375,0.7056841850280762
50504,129.67540999763298,0.0,12.0,344.259033203125,0.6307346224784851
50508,152.72992197836726,1.0,77.0,292.1187744140625,0.2931946814060211
50510,78.51591440780072,1.0,49.0,290.052001953125,0.4403657615184784
50511,198.5955158942788,0.0,23.0,327.57452392578125,0.7017310261726379
50515,129.04092598835226,0.0,10.0,345.59002685546875,0.5542555451393127
50516,222.6758911234486,1.0,100.0,295.686767578125,0.2387479841709137
50525,277.0027144949244,1.0,97.0,291.14801025390625,0.2354446351528167
50528,177.48349180605453,0.0,0.0,347.8165283203125,0.6505067348480225
50529,72.2919156012713,0.0,0.0,354.5380249023437,0.7774286866188049
50536,6.689802001787724,1.0,64.0,424.8210144042969,0.3644884824752807
50538,377.957554248055,1.0,94.0,292.0667724609375,0.5047605037689209
50539,107.14144455848216,1.0,37.0,340.1310119628906,0.5526113510131836
50540,64.75852185741789,1.0,29.0,324.3832702636719,0.5887272953987122
50542,215.27493784609052,0.0,36.0,327.54302978515625,0.5306803584098816
50543,245.0520575005613,1.0,100.0,295.4090270996094,0.1328007131814956
50544,9.084841848420552,1.0,36.0,291.98101806640625,0.4336247444152832
50549,87.38214544380455,1.0,55.0,350.5697631835937,0.5978652834892273
50550,2.0826823511285646,0.0,0.0,391.5232543945313,0.7742035388946533
50551,34.20784949742091,1.0,20.0,342.8690185546875,0.4491493999958038
50553,11.493544152079448,1.0,32.0,292.0425109863281,0.6626869440078735
50554,177.35501749983723,1.0,55.0,325.01776123046875,0.5839381814002991
