,LST
46107,37.31584062500004
104124,38.04416372000003
45187,35.12802298999998
38454,31.970247234999988
53210,43.591325345
8451,31.975754044999995
28439,35.17597021500002
49493,31.73478363500002
106305,42.57417956000001
96198,38.893256855000025
62764,34.58227913
13775,34.09891413500003
112411,31.39639965500005
28817,36.88317626000001
91164,36.97688697500003
14330,37.58244618500001
8047,34.417074830000004
45420,32.55681744500001
89743,33.05271518000005
39222,31.05972468500003
82590,32.60381522000001
48441,33.50199492
69924,30.617660765000043
50309,37.51664930000002
43979,33.70327832000003
59658,34.61598460500002
102376,39.13023957500005
37721,34.10233215500002
77807,32.788103465000006
21993,35.83754697500004
19135,36.027816755000025
44382,35.89271002000002
111,36.27875639000005
2873,36.919540195
23637,32.61520862000003
2603,33.48461998500002
79002,34.89104027000004
31637,35.559263180000016
70086,38.18857506499999
18702,34.21455714500003
89419,34.40368758500001
41827,33.621530675
95144,38.41644306500001
63535,38.43837536000003
4028,38.07483095500002
50333,33.09828878000004
57284,33.14177359000003
18068,33.683055035000024
79400,35.785991840000015
15081,34.87708335500001
60238,35.51758232500003
62532,37.71347028500003
107910,33.98298629000003
68202,35.12460497000004
29501,31.92078089000003
42871,33.35891280500001
30767,34.02780032999999
28236,32.138774610000034
77635,36.63641420500002
5489,30.459007670000013
12907,33.44350880000001
38328,33.744294560000014
54486,33.90104875500004
24084,34.823819210000025
121607,38.41843691
13419,32.411551595
13069,34.040522960000004
102482,34.56575870000002
102149,31.88147366000004
54436,36.09674682500006
94432,34.431031745000055
61752,30.99022494500003
26790,36.13899735000002
94958,38.18999924000002
88462,39.62784632000002
55447,36.042343340000045
22469,34.23497032
93157,38.15638871
48691,36.472634080000034
95389,36.25084256000002
105172,35.704813865000006
72884,36.07737804499999
106035,35.63759280500002
46870,34.96984462000005
82242,40.13732119
10027,35.13799221500002
54755,36.28768122000001
52518,30.95965265500004
21715,32.24501806500005
42902,35.130206725
23472,32.58245259500001
24318,34.16945827000002
109135,33.96124388500001
58943,32.503268465000026
103050,36.79791565000004
92712,33.33413216000001
4897,33.42072200000001
117866,33.486518884999995
56211,37.448383845
6866,34.48581501
75348,36.712180315000005
6952,31.178785715000046
58101,34.02770538500003
40520,32.26011432000001
116900,36.66518254
16413,34.033117250000025
87820,34.52417279
84302,39.90375648999999
84386,35.42396655500003
83166,36.78633236
63901,36.85155957500003
112408,33.25865088500001
25858,34.851827985
68529,29.219120915000005
6544,36.98030499499998
67950,32.955871280000025
70563,34.821540530000014
56118,33.64811527500001
85284,37.07287637
12023,32.24777147000004
80050,33.471137795000004
11930,35.56923240500004
84956,31.388139440000007
18033,34.78650582500001
69770,32.07174344000003
72308,35.60426711000001
54406,32.15301636000001
93574,34.591109015
499,32.161181630000016
42932,34.11752335500002
46729,37.98112024000001
35713,32.50668648500002
9948,32.575521610000045
84969,31.448524460000016
67568,33.558582140000034
112681,35.54919901000002
110183,33.98896782500002
115094,35.080170710000004
2827,34.12027676
11956,34.44783701000001
100613,34.96025517499997
118548,37.056640775000005
37881,33.328720295000025
34614,33.31732689500001
35164,33.66321152999999
100725,34.54040838500001
45717,40.90647063500002
114770,34.495689290000016
72086,33.47692943999999
104305,36.76686863500002
106257,36.18703952000002
108488,33.43714748499999
46122,34.74786321000001
45083,41.657010860000014
49745,33.73945236500004
52314,37.205609480000014
84673,38.50255818000004
24002,33.74400972500003
3401,35.306899370000004
68530,35.53106451500002
25445,33.251245174999994
105956,35.15536714999999
95405,36.266793320000026
1728,31.73506847000001
51884,30.629054165
26760,34.087330845000004
96159,33.335271500000005
25325,34.92066311000002
41299,33.278304500000026
92510,28.39480842500003
67493,28.957642385000053
113968,35.54530626500001
32063,34.07242448
29494,34.38574298000002
51739,30.78818198500001
5819,33.48547449
38645,33.61459969000002
57386,32.07459179000001
91553,32.266285745000026
46592,33.280773070000016
56576,32.00537688500002
89965,39.40311150500001
25394,34.53983871500001
1025,34.615984605000044
64872,40.959449945000046
58922,34.07498799500001
17956,36.808929270000014
115947,37.950168170000026
40333,32.71338175000001
17184,42.94550945500002
21531,32.12149462
46933,34.91012421500001
26019,33.51927491
38062,33.96902937500001
115382,37.39331574500001
72728,38.382642645000026
57361,34.31424939500002
16801,35.070676210000016
22876,33.70736095500003
80288,33.13617183500001
64789,33.20795025500001
71134,36.800289275000026
88921,34.23383098000004
41285,32.82228366500001
118420,34.22822922500001
32992,34.336371579999984
34389,32.958434795
65304,32.21121764500003
97753,36.62948322000002
88537,38.448344585
59588,35.306899370000046
85575,38.27431040000002
63663,30.40488902000005
31067,33.18573312500003
77610,31.587523940000008
57719,33.31077569
92368,35.64984071000002
52481,35.39757184500004
36933,37.392176405000015
30264,30.566010684999988
58220,36.75613985000001
4854,36.24495597000002
84680,39.295159040000016
86414,30.00070815500004
29582,34.27389777000002
53049,38.54262497000004
66379,39.23050149500001
46030,39.014026895000015
79314,37.071262305000026
107387,39.77994821000002
51749,36.24922849500001
36969,32.10383485000002
81776,38.987822075000025
68188,32.71138790500004
105687,36.99986366500004
89510,34.56661320500001
107946,34.79751944500001
42671,31.158182650000008
13745,33.80097672500001
78279,35.14853111000003
33558,32.90317680500001
64235,34.80131724500002
76899,37.89851809000001
87276,39.41573919000004
85122,33.789298490000014
87391,37.937350595000034
15170,31.71740870000002
102596,36.57697863500002
67304,36.114786375
1218,40.49203571000001
20945,30.67434293000001
3055,33.273747140000026
35646,31.468937635000024
84404,37.07059769000001
88070,39.44070972500001
115268,33.88870590500001
26444,35.540748905000015
4882,34.21826000000001
95254,34.21968417500004
6968,34.84299810000005
22996,33.09059823500004
89552,38.726913215000025
81540,39.83406686000001
7642,33.12658238999998
48530,32.992614995000025
75553,35.17872362000002
45088,30.993737910000007
12243,31.387284935000007
72534,34.18208595500003
54700,31.94651098500003
12723,32.72382570000002
5088,36.83152618
28851,31.79061129499999
80964,32.81573246000002
51310,40.06165002500003
4932,34.46862996500004
35567,31.592081300000032
1820,36.80797982000003
38773,34.376628260000025
23858,32.639324650000006
22095,33.64403264000003
26820,32.05807136000001
65947,39.25661137000002
90522,38.06068415000003
292,31.039501400000027
78939,40.64641628000001
107206,32.99745719000002
52862,30.95348123000001
4339,34.750711560000035
84556,35.695414310000004
75466,36.365631065
80369,35.043426995000004
44528,32.27055827000002
2771,33.08347736000002
16831,32.57381260000005
63043,33.00638202000002
65220,34.58028528500002
57834,32.39854413000005
38816,35.245659845000006
67448,32.48674803500003
61395,33.29539460000002
78807,35.01921602000003
46218,31.717028920000036
93518,39.97904787500004
112770,32.98748796500002
87407,35.11843354500001
60315,35.7088965
115841,36.579352260000014
26521,32.93137547000002
40049,34.63497360500001
108574,34.73381135
47027,34.99642922000004
3953,33.51813557
87657,30.972280340000022
52976,33.67251614000002
57887,36.35233876500002
101336,38.56389265000002
26230,31.52163211000003
18408,33.01758553000002
31195,33.262923410000006
83089,37.19421608000002
42714,32.95530161000004
27197,34.83094008500003
100282,35.33880089000003
86610,35.34506726000002
23822,33.852816695000016
103737,33.76423301000001
79012,38.60471900000002
106172,38.90892278000001
28513,36.21324434000002
31609,34.30731841000001
15011,34.49084709500002
22144,31.64762412500002
45005,31.04652733000001
111315,33.23842760000004
41878,30.700262915000003
108408,35.180432630000006
98403,31.863624000000048
59058,34.37577375500004
77371,32.20732489999999
3406,33.05328485000001
56691,36.028291480000014
108786,32.15320625000002
80105,34.448976350000024
92047,34.02400253000003
53447,35.02510261000001
25101,34.678553360000045
115284,35.26645280000001
40959,32.90716449500001
29124,31.666803015000024
17149,33.89725095500002
119794,32.474215295000015
55943,34.94658309500001
45712,33.07293846500003
13706,33.96466190499999
83382,38.41587339500002
87644,33.76850553500002
91443,33.35568467500002
47399,33.80354024000003
75249,39.76314294500001
9237,34.65851996500001
98260,34.84755545999999
58526,37.080756805
112952,37.756765205
23127,34.993675815000024
108352,34.420967575000006
58705,33.12249975500001
80560,32.51209835000002
118794,37.83414538
73275,34.22452637000002
43142,36.194350285000034
85946,38.49078500000002
6058,38.848822595000016
43497,31.971766355000007
42036,35.427574465000006
76006,34.182655625000045
68747,38.25570118000002
72612,35.88321551999997
74615,32.68670220500002
31336,35.11121772500001
18771,38.51024872500004
2368,33.28001351000002
61687,37.429204955
54249,32.18767128499999
44472,35.887108265
107947,40.28021341500003
97307,35.14606254000002
65142,35.521949795000026
47110,37.04154452000003
71356,34.44840668000003
59559,33.55345511000002
114862,40.23577915499999
66853,36.98002016000001
84483,39.23790720500002
8691,34.789923845000025
7407,37.140667100000016
94318,34.88705258000002
53477,32.56564733000001
52020,32.05313422000003
30250,33.952508945000005
25737,32.63695102500004
91309,41.43882725000002
83540,36.38243633000004
50241,41.85212283500003
45463,35.20122558500002
109301,34.87698840999998
100293,35.99648490500004
61309,33.2669111
75779,36.55210304500003
88140,36.01395478500002
52430,32.14247746500001
64300,37.24520154500003
24221,35.72959451000001
3334,32.77186786999999
54658,30.359980035000024
10704,34.015457479999995
26484,32.153775920000015
26131,36.08117584500004
9603,33.31590272000002
100713,36.068263325
17172,33.20196872000001
82739,37.163548845
22522,32.65935804500004
31054,34.849454360000024
14173,32.92207086000002
120803,41.492376230000005
60279,36.541374260000026
17768,42.67785950000002
71564,32.125672200000025
11175,38.64260205500001
68443,34.67902808500005
114064,35.58660734000004
310,34.74520475000001
35908,32.86947133000003
64915,32.76094919500001
70329,32.463391565000045
45497,34.192340015000056
41538,30.77450990500001
120567,34.32849114500002
42864,33.966655749999994
5375,36.65331441500001
112524,35.43365094500002
17488,35.70994089500003
39051,29.677135595000024
74277,34.030079010000044
91955,41.60194275999998
100138,42.36767418500003
31855,34.76295946500002
44570,34.23250175000001
101567,40.31933075500001
115541,35.34990945500002
62207,37.23114968500001
89041,31.78804778000001
97646,39.225659300000025
70177,38.74058529500003
83535,33.30412954000003
106628,33.079014945000004
63788,30.80422769
96756,41.03493121999998
63904,37.018188050000006
62729,36.32432999000001
55647,34.26535272000001
7337,35.45159555000002
108425,34.28519622499999
57879,31.464095440000012
68228,35.48093355500002
102326,35.41798501999998
78211,34.21123407000003
31291,34.712733560000046
13844,33.80695826000003
44368,34.952849465000014
10898,38.21250120500003
33771,36.602328950000015
72681,29.291753840000027
92410,33.05670287000001
84723,39.07906422
41118,34.65510194500005
37560,36.398671925000016
57942,35.26759214000001
20042,35.310602225000046
61133,35.05168721000001
30063,33.33394227000002
77051,35.447892695
37561,39.10033190000003
36000,34.20145473500001
10486,34.42818339500002
24724,34.54050332999999
94955,32.802914885000035
45692,32.79180632000002
106575,37.67966986500005
65960,35.74668461000004
109313,35.40070503
14146,34.82514844000001
108132,40.861751540000014
42843,34.80473526500001
26269,36.58751753000003
43866,35.17160274500003
17649,33.62153067500001
34848,35.08691180499999
65517,36.89115164
73096,38.709918060000014
52410,34.311116210000044
38503,37.36055972000003
2923,34.16869871000004
2970,38.45736436000005
51558,35.189452405000004
111456,35.62534490000002
81509,32.41952697500003
13597,31.14460551500002
114035,36.30705
17519,33.24630803500001
87886,37.434331985000014
3731,35.25050204000003
5663,33.32862535000002
16991,38.09657336
19930,36.92922458500002
115688,35.19837723500003
27463,34.10688951500002
54485,33.99153134000001
79550,37.11731062999999
29256,32.37908040500001
63359,32.71195757500003
2380,33.554309615000044
36935,37.93193873000001
69180,36.45326530000004
62769,35.16543132
37674,36.51972679999999
40034,34.396566710000016
60555,37.62146858000001
80412,32.83510124000001
70561,33.40875893000003
70365,29.176395665000012
14521,36.48981912500005
36639,34.79125307500002
70572,33.38663674500001
104397,38.000299130000016
65416,34.388781220000006
59934,34.52217894500001
16594,38.94709067000004
33079,35.22714557000002
107261,42.193545055000016
107521,34.03767461000001
41590,32.92928667999999
5108,33.94681224500001
25405,33.468859115
74827,31.037507555
14399,34.59747033000004
19948,34.720708939999966
63445,28.805540495
58218,33.33935413500002
32182,35.786846345
69581,33.70698117500004
59429,34.75916166499999
23134,31.73278979000001
29176,36.236695755000014
104217,36.87377670500004
44311,31.63423688000001
110507,32.677017815000035
36553,35.255344235000024
106656,35.76405954500004
110056,35.74279186500002
12583,34.584178030000025
80375,35.24119743000001
88775,36.51573911000004
104697,34.44897635000004
48920,33.108827675000015
82322,38.82461162000003
60224,35.41542150500003
115029,37.321252490000006
73330,33.64773549500002
22935,34.68282588500004
40790,38.05270877000002
3397,31.97262086000001
49000,35.92698516500002
62871,34.752325625
15367,34.57914594500003
75962,34.08448249500002
51562,31.04956556999999
74340,38.88442697000002
48467,31.005890870000005
82939,35.775737780000014
632,27.45133996000001
24511,33.52383227000005
92265,36.50890307
6876,36.58115621500002
88352,37.434806710000025
33396,34.04061790500001
25528,31.669936200000027
15765,33.994474635000046
55275,31.67667729500002
42547,38.177941225000005
95955,35.901919685000024
78751,28.88871231500002
87991,36.14659295000001
41645,33.51329337500004
8991,34.76941572500002
45235,38.226173285000016
31192,33.84873406000001
105726,33.04246112000003
79533,32.14494603500003
76354,33.166364345000005
95373,38.11651181000002
108179,32.31670154000004
102071,35.96733679000002
55788,34.25652283500002
32044,32.67787232000001
22504,33.509590520000046
66063,31.726333529999984
64310,31.933598465000035
89369,38.74913034500002
92490,36.62767926500003
77248,39.66164673999998
40593,31.886125964999994
57137,34.323079280000016
31993,43.14641307500002
32677,33.91861358000001
76020,36.914982835
34513,34.89445829000001
97142,36.46807672000004
25332,34.03169307499999
43185,32.606378735000014
109924,35.580340970000016
102125,36.10984923500003
72134,32.35202108000004
9266,36.24315201500002
44473,41.29061810500002
82671,34.24066702000004
42053,32.46424607
75612,35.744121095000025
88776,35.58461349500003
98425,34.93746837500004
72337,32.001389195000016
91407,34.661463260000005
59818,35.33082551000002
41114,32.674264410000006
64638,33.64232363000003
8110,31.19464153000001
59936,35.33680704500002
122279,37.01477003000001
19017,33.80354024000004
48834,30.775459355000024
106516,32.86197067499998
37952,34.15749520000004
69728,34.44270998000003
57768,34.36694387000001
22552,33.73489500500003
38712,32.79607884500003
16080,33.31675722500002
79407,33.75454862000001
92086,33.36309038500004
39111,33.74590862500002
54304,35.655537410000015
120600,38.59712340000003
58081,32.09396057000002
13978,34.037104940000035
119976,39.91496000000003
59509,32.415254450000006
54493,33.947286970000015
75635,34.581709460000035
94566,34.72441179500002
86486,34.13271455500003
53924,37.783159915000034
68006,28.32673286000002
79770,38.67554797000001
62844,36.09627210000003
30298,34.46236359500003
7045,33.554214670000015
26958,37.108575690000016
27708,36.47443803500002
27114,34.19148551
92608,35.105805860000004
68118,37.073161205000034
45890,33.01597146499999
15381,40.60653937999997
31990,32.75420810000003
44025,33.47835361500004
96962,35.70566837000001
19348,31.772381855
71510,33.63007572500003
45481,31.960657790000003
5960,33.4435088
84265,37.16544774500003
36236,38.92060101500004
57596,36.69651439
87667,35.12432013500002
82976,36.75557018000001
30439,31.621134470000005
91729,33.99172123000001
86085,36.14915646500003
115909,34.09122359000003
32675,37.87696557500004
23486,33.38112993500003
60199,33.92203160000003
27969,32.99176049000002
36139,37.02635332000003
33664,35.59629173000002
22751,33.83838505500004
100693,36.81310685000003
9221,32.388954684999995
28220,33.28998273500002
35447,31.311423880000003
1540,32.32781010500001
40312,31.788807340000023
15610,33.20510190500002
46945,32.44601663000004
58667,33.66738911
16214,32.85503969000003
32686,30.71336532500001
117004,34.26212459
23654,34.186263535000045
17737,35.08206961000003
34326,33.98915771500005
113899,37.94940861000001
27851,34.424480540000005
103343,37.372237955
85832,33.716665565000035
52330,32.83396190000003
56149,32.696861320000004
1655,35.522519465000016
92353,31.265470500000013
92734,33.188961254999995
10043,33.16550984000002
30923,34.22813427999999
77948,34.68795291500001
36491,35.265503350000046
60221,36.52428416000001
73050,34.45847085000004
60234,35.744121095000025
75436,32.110006275
37471,34.92009344000006
51194,33.191999495000005
29107,34.72498146500002
54858,34.85799941000002
